TKT,I1,P
120,nonwinner12.ai,1
121,nonwinner02.ai,1
122,nonwinner11.ai,1
123,nonwinner10.ai,1
124,nonwinner05.ai,1
125,nonwinner06.ai,1
126,nonwinner13.ai,1
127,nonwinner01.ai,1
128,nonwinner04.ai,1
129,nonwinner14.ai,1
130,nonwinner09.ai,1
131,nonwinner15.ai,1
132,nonwinner08.ai,1
133,nonwinner07.ai,1
134,nonwinner03.ai,1
135,nonwinner12.ai,1
136,nonwinner02.ai,1
137,nonwinner11.ai,1
138,nonwinner10.ai,1
139,nonwinner05.ai,1
140,nonwinner06.ai,1
141,nonwinner13.ai,1
142,nonwinner01.ai,1
143,nonwinner04.ai,1
144,nonwinner14.ai,1
145,nonwinner09.ai,1
146,nonwinner15.ai,1
147,nonwinner08.ai,1
148,nonwinner07.ai,1
149,nonwinner03.ai,1
150,nonwinner12.ai,1
151,nonwinner02.ai,1
152,nonwinner11.ai,1
153,nonwinner10.ai,1
154,nonwinner05.ai,1
155,nonwinner06.ai,1
156,nonwinner13.ai,1
157,nonwinner01.ai,1
158,nonwinner04.ai,1
159,nonwinner14.ai,1
160,nonwinner09.ai,1
161,nonwinner15.ai,1
162,nonwinner08.ai,1
163,nonwinner07.ai,1
164,nonwinner03.ai,1
165,nonwinner12.ai,1
166,nonwinner02.ai,1
167,nonwinner11.ai,1
168,nonwinner10.ai,1
169,nonwinner05.ai,1
170,nonwinner06.ai,1
171,nonwinner13.ai,1
172,nonwinner01.ai,1
173,nonwinner04.ai,1
174,nonwinner14.ai,1
175,nonwinner09.ai,1
176,nonwinner15.ai,1
177,nonwinner08.ai,1
178,nonwinner07.ai,1
179,nonwinner03.ai,1
180,nonwinner12.ai,1
181,nonwinner02.ai,1
182,nonwinner11.ai,1
183,nonwinner10.ai,1
184,nonwinner05.ai,1
185,nonwinner06.ai,1
186,nonwinner13.ai,1
187,nonwinner01.ai,1
188,nonwinner04.ai,1
189,nonwinner14.ai,1
190,nonwinner09.ai,1
191,nonwinner15.ai,1
192,nonwinner08.ai,1
193,nonwinner07.ai,1
194,nonwinner03.ai,1
195,nonwinner12.ai,1
196,nonwinner02.ai,1
197,nonwinner11.ai,1
198,nonwinner10.ai,1
199,nonwinner05.ai,1
200,nonwinner06.ai,1
201,nonwinner13.ai,1
202,nonwinner01.ai,1
203,nonwinner04.ai,1
204,nonwinner14.ai,1
205,nonwinner09.ai,1
206,nonwinner15.ai,1
207,nonwinner08.ai,1
208,nonwinner07.ai,1
209,nonwinner03.ai,1
210,nonwinner12.ai,1
211,nonwinner02.ai,1
212,nonwinner11.ai,1
213,nonwinner10.ai,1
214,nonwinner05.ai,1
215,nonwinner06.ai,1
216,nonwinner13.ai,1
217,nonwinner01.ai,1
218,nonwinner04.ai,1
219,nonwinner14.ai,1
220,nonwinner09.ai,1
221,nonwinner15.ai,1
222,nonwinner08.ai,1
223,nonwinner07.ai,1
224,nonwinner03.ai,1
225,nonwinner12.ai,1
226,nonwinner02.ai,1
227,nonwinner11.ai,1
228,nonwinner10.ai,1
229,nonwinner05.ai,1
230,nonwinner06.ai,1
231,nonwinner13.ai,1
232,nonwinner01.ai,1
233,nonwinner04.ai,1
234,nonwinner14.ai,1
235,nonwinner09.ai,1
236,nonwinner15.ai,1
237,nonwinner08.ai,1
238,nonwinner07.ai,1
239,nonwinner03.ai,1
240,nonwinner12.ai,1
241,nonwinner02.ai,1
242,nonwinner11.ai,1
243,nonwinner10.ai,1
244,nonwinner05.ai,1
245,nonwinner06.ai,1
246,nonwinner13.ai,1
247,nonwinner01.ai,1
248,nonwinner04.ai,1
249,nonwinner14.ai,1
250,nonwinner09.ai,1
251,nonwinner15.ai,1
252,nonwinner08.ai,1
253,nonwinner07.ai,1
254,nonwinner03.ai,1
255,nonwinner12.ai,1
256,nonwinner02.ai,1
257,nonwinner11.ai,1
258,nonwinner10.ai,1
259,nonwinner05.ai,1
260,nonwinner06.ai,1
261,nonwinner13.ai,1
262,nonwinner01.ai,1
263,nonwinner04.ai,1
264,nonwinner14.ai,1
265,nonwinner09.ai,1
266,nonwinner15.ai,1
267,nonwinner08.ai,1
268,nonwinner07.ai,1
269,nonwinner03.ai,1
270,nonwinner12.ai,1
271,nonwinner02.ai,1
272,nonwinner11.ai,1
273,nonwinner10.ai,1
274,nonwinner05.ai,1
275,nonwinner06.ai,1
276,nonwinner13.ai,1
277,nonwinner01.ai,1
278,nonwinner04.ai,1
279,nonwinner14.ai,1
280,nonwinner09.ai,1
281,nonwinner15.ai,1
282,nonwinner08.ai,1
283,nonwinner07.ai,1
284,nonwinner03.ai,1
285,nonwinner12.ai,1
286,nonwinner02.ai,1
287,nonwinner11.ai,1
288,nonwinner10.ai,1
289,nonwinner05.ai,1
290,nonwinner06.ai,1
291,nonwinner13.ai,1
292,nonwinner01.ai,1
293,nonwinner04.ai,1
294,nonwinner14.ai,1
295,nonwinner09.ai,1
296,nonwinner15.ai,1
297,nonwinner08.ai,1
298,nonwinner07.ai,1
299,nonwinner03.ai,1
300,nonwinner12.ai,1
301,nonwinner02.ai,1
302,nonwinner11.ai,1
303,nonwinner10.ai,1
304,nonwinner05.ai,1
305,nonwinner06.ai,1
306,nonwinner13.ai,1
307,nonwinner01.ai,1
308,nonwinner04.ai,1
309,nonwinner14.ai,1
310,nonwinner09.ai,1
311,nonwinner15.ai,1
312,nonwinner08.ai,1
313,nonwinner07.ai,1
314,nonwinner03.ai,1
315,nonwinner12.ai,1
316,nonwinner02.ai,1
317,nonwinner11.ai,1
318,nonwinner10.ai,1
319,nonwinner05.ai,1
320,nonwinner06.ai,1
321,nonwinner13.ai,1
322,nonwinner01.ai,1
323,nonwinner04.ai,1
324,nonwinner14.ai,1
325,nonwinner09.ai,1
326,nonwinner15.ai,1
327,nonwinner08.ai,1
328,nonwinner07.ai,1
329,nonwinner03.ai,1
330,nonwinner12.ai,1
331,nonwinner02.ai,1
332,nonwinner11.ai,1
333,nonwinner10.ai,1
334,nonwinner05.ai,1
335,nonwinner06.ai,1
336,nonwinner13.ai,1
337,nonwinner01.ai,1
338,nonwinner04.ai,1
339,nonwinner14.ai,1
340,nonwinner09.ai,1
341,nonwinner15.ai,1
342,nonwinner08.ai,1
343,nonwinner07.ai,1
344,nonwinner03.ai,1
345,nonwinner12.ai,1
346,nonwinner02.ai,1
347,nonwinner11.ai,1
348,nonwinner10.ai,1
349,nonwinner05.ai,1
350,nonwinner06.ai,1
351,nonwinner13.ai,1
352,nonwinner01.ai,1
353,nonwinner04.ai,1
354,nonwinner14.ai,1
355,nonwinner09.ai,1
356,nonwinner15.ai,1
357,nonwinner08.ai,1
358,nonwinner07.ai,1
359,nonwinner03.ai,1
360,nonwinner12.ai,1
361,nonwinner02.ai,1
362,nonwinner11.ai,1
363,nonwinner10.ai,1
364,nonwinner05.ai,1
365,nonwinner06.ai,1
366,nonwinner13.ai,1
367,nonwinner01.ai,1
368,nonwinner04.ai,1
369,nonwinner14.ai,1
370,nonwinner09.ai,1
371,nonwinner15.ai,1
372,nonwinner08.ai,1
373,nonwinner07.ai,1
374,nonwinner03.ai,1
375,nonwinner12.ai,1
376,nonwinner02.ai,1
377,nonwinner11.ai,1
378,nonwinner10.ai,1
379,nonwinner05.ai,1
380,nonwinner06.ai,1
381,nonwinner13.ai,1
382,nonwinner01.ai,1
383,nonwinner04.ai,1
384,nonwinner14.ai,1
385,nonwinner09.ai,1
386,nonwinner15.ai,1
387,nonwinner08.ai,1
388,nonwinner07.ai,1
389,nonwinner03.ai,1
390,nonwinner12.ai,1
391,nonwinner02.ai,1
392,nonwinner11.ai,1
393,nonwinner10.ai,1
394,nonwinner05.ai,1
395,nonwinner06.ai,1
396,nonwinner13.ai,1
397,nonwinner01.ai,1
398,nonwinner04.ai,1
399,nonwinner14.ai,1
400,nonwinner09.ai,1
401,nonwinner15.ai,1
402,nonwinner08.ai,1
403,nonwinner07.ai,1
404,nonwinner03.ai,1
405,nonwinner12.ai,1
406,nonwinner02.ai,1
407,nonwinner11.ai,1
408,nonwinner10.ai,1
409,nonwinner05.ai,1
410,nonwinner06.ai,1
411,nonwinner13.ai,1
412,nonwinner01.ai,1
413,nonwinner04.ai,1
414,nonwinner14.ai,1
415,nonwinner09.ai,1
416,nonwinner15.ai,1
417,nonwinner08.ai,1
418,nonwinner07.ai,1
419,nonwinner03.ai,1
420,nonwinner12.ai,1
421,nonwinner02.ai,1
422,nonwinner11.ai,1
423,nonwinner10.ai,1
424,nonwinner05.ai,1
425,nonwinner06.ai,1
426,nonwinner13.ai,1
427,nonwinner01.ai,1
428,nonwinner04.ai,1
429,nonwinner14.ai,1
430,nonwinner09.ai,1
431,nonwinner15.ai,1
432,nonwinner08.ai,1
433,nonwinner07.ai,1
434,nonwinner03.ai,1
435,nonwinner12.ai,1
436,nonwinner02.ai,1
437,nonwinner11.ai,1
438,nonwinner10.ai,1
439,nonwinner05.ai,1
440,nonwinner06.ai,1
441,nonwinner13.ai,1
442,nonwinner01.ai,1
443,nonwinner04.ai,1
444,nonwinner14.ai,1
445,nonwinner09.ai,1
446,nonwinner15.ai,1
447,nonwinner08.ai,1
448,nonwinner07.ai,1
449,nonwinner03.ai,1
450,nonwinner12.ai,1
451,nonwinner02.ai,1
452,nonwinner11.ai,1
453,nonwinner10.ai,1
454,nonwinner05.ai,1
455,nonwinner06.ai,1
456,nonwinner13.ai,1
457,nonwinner01.ai,1
458,nonwinner04.ai,1
459,nonwinner14.ai,1
460,nonwinner09.ai,1
461,nonwinner15.ai,1
462,nonwinner08.ai,1
463,nonwinner07.ai,1
464,nonwinner03.ai,1
465,nonwinner12.ai,1
466,nonwinner02.ai,1
467,nonwinner11.ai,1
468,nonwinner10.ai,1
469,nonwinner05.ai,1
470,nonwinner06.ai,1
471,nonwinner13.ai,1
472,nonwinner01.ai,1
473,nonwinner04.ai,1
474,nonwinner14.ai,1
475,nonwinner09.ai,1
476,nonwinner15.ai,1
477,nonwinner08.ai,1
478,nonwinner07.ai,1
479,nonwinner03.ai,1
480,nonwinner12.ai,1
481,nonwinner02.ai,1
482,nonwinner11.ai,1
483,nonwinner10.ai,1
484,nonwinner05.ai,1
485,nonwinner06.ai,1
486,nonwinner13.ai,1
487,nonwinner01.ai,1
488,nonwinner04.ai,1
489,nonwinner14.ai,1
490,nonwinner09.ai,1
491,nonwinner15.ai,1
492,nonwinner08.ai,1
493,nonwinner07.ai,1
494,nonwinner03.ai,1
495,nonwinner12.ai,1
496,nonwinner02.ai,1
497,nonwinner11.ai,1
498,nonwinner10.ai,1
499,nonwinner05.ai,1
500,nonwinner06.ai,1
501,nonwinner13.ai,1
502,nonwinner01.ai,1
503,nonwinner04.ai,1
504,nonwinner14.ai,1
505,nonwinner09.ai,1
506,nonwinner15.ai,1
507,nonwinner08.ai,1
508,nonwinner07.ai,1
509,nonwinner03.ai,1
510,nonwinner12.ai,1
511,nonwinner02.ai,1
512,nonwinner11.ai,1
513,nonwinner10.ai,1
514,nonwinner05.ai,1
515,nonwinner06.ai,1
516,nonwinner13.ai,1
517,nonwinner01.ai,1
518,nonwinner04.ai,1
519,nonwinner14.ai,1
520,nonwinner09.ai,1
521,nonwinner15.ai,1
522,nonwinner08.ai,1
523,nonwinner07.ai,1
524,nonwinner03.ai,1
525,nonwinner12.ai,1
526,nonwinner02.ai,1
527,nonwinner11.ai,1
528,nonwinner10.ai,1
529,nonwinner05.ai,1
530,nonwinner06.ai,1
531,nonwinner13.ai,1
532,nonwinner01.ai,1
533,nonwinner04.ai,1
534,nonwinner14.ai,1
535,nonwinner09.ai,1
536,nonwinner15.ai,1
537,nonwinner08.ai,1
538,nonwinner07.ai,1
539,nonwinner03.ai,1
540,nonwinner12.ai,1
541,nonwinner02.ai,1
542,nonwinner11.ai,1
543,nonwinner10.ai,1
544,nonwinner05.ai,1
545,nonwinner06.ai,1
546,nonwinner13.ai,1
547,nonwinner01.ai,1
548,nonwinner04.ai,1
549,nonwinner14.ai,1
550,nonwinner09.ai,1
551,nonwinner15.ai,1
552,nonwinner08.ai,1
553,nonwinner07.ai,1
554,nonwinner03.ai,1
555,nonwinner12.ai,1
556,nonwinner02.ai,1
557,nonwinner11.ai,1
558,nonwinner10.ai,1
559,nonwinner05.ai,1
560,nonwinner06.ai,1
561,nonwinner13.ai,1
562,nonwinner01.ai,1
563,nonwinner04.ai,1
564,nonwinner14.ai,1
565,nonwinner09.ai,1
566,nonwinner15.ai,1
567,nonwinner08.ai,1
568,nonwinner07.ai,1
569,nonwinner03.ai,1
570,nonwinner12.ai,1
571,nonwinner02.ai,1
572,nonwinner11.ai,1
573,nonwinner10.ai,1
574,nonwinner05.ai,1
575,nonwinner06.ai,1
576,nonwinner13.ai,1
577,nonwinner01.ai,1
578,nonwinner04.ai,1
579,nonwinner14.ai,1
580,nonwinner09.ai,1
581,nonwinner15.ai,1
582,nonwinner08.ai,1
583,nonwinner07.ai,1
584,nonwinner03.ai,1
585,nonwinner12.ai,1
586,nonwinner02.ai,1
587,nonwinner11.ai,1
588,nonwinner10.ai,1
589,nonwinner05.ai,1
590,nonwinner06.ai,1
591,nonwinner13.ai,1
592,nonwinner01.ai,1
593,nonwinner04.ai,1
594,nonwinner14.ai,1
595,nonwinner09.ai,1
596,nonwinner15.ai,1
597,nonwinner08.ai,1
598,nonwinner07.ai,1
599,nonwinner03.ai,1
600,nonwinner12.ai,1
601,nonwinner02.ai,1
602,nonwinner11.ai,1
603,nonwinner10.ai,1
604,nonwinner05.ai,1
605,nonwinner06.ai,1
606,nonwinner13.ai,1
607,nonwinner01.ai,1
608,nonwinner04.ai,1
609,nonwinner14.ai,1
610,nonwinner09.ai,1
611,nonwinner15.ai,1
612,nonwinner08.ai,1
613,nonwinner07.ai,1
614,nonwinner03.ai,1
615,nonwinner12.ai,1
616,nonwinner02.ai,1
617,nonwinner11.ai,1
618,nonwinner10.ai,1
619,nonwinner05.ai,1
620,nonwinner06.ai,1
621,nonwinner13.ai,1
622,nonwinner01.ai,1
623,nonwinner04.ai,1
624,nonwinner14.ai,1
625,nonwinner09.ai,1
626,nonwinner15.ai,1
627,nonwinner08.ai,1
628,nonwinner07.ai,1
629,nonwinner03.ai,1
630,nonwinner12.ai,1
631,nonwinner02.ai,1
632,nonwinner11.ai,1
633,nonwinner10.ai,1
634,nonwinner05.ai,1
635,hold01.ai,1
636,hold02.ai,1
637,hold03.ai,1
638,hold04.ai,1
639,hold05.ai,1
640,hold06.ai,1
641,hold07.ai,1
642,hold08.ai,1
643,hold09.ai,1
644,hold10.ai,1
645,hold11.ai,1
646,hold12.ai,1
647,hold13.ai,1
648,hold14.ai,1
649,hold15.ai,1
650,winner01.ai,1
651,winner02.ai,1
652,winner02.ai,1
653,winner02.ai,1
654,winner02.ai,1
655,winner02.ai,1
656,winner02.ai,1
657,winner02.ai,1
658,winner02.ai,1
659,winner02.ai,1
660,winner02.ai,1
