TKT,I1,P,Up
231,hold079.ai,1,8
68,nonwinner068.ai,1,8
30,nonwinner030.ai,1,8
85,nonwinner085.ai,1,9
265,winner04.ai,1,9
66,nonwinner066.ai,1,9
289,winner05.ai,1,9
264,winner04.ai,1,10
11,nonwinner011.ai,1,10
51,nonwinner051.ai,1,10
96,nonwinner096.ai,1,10
265,winner04.ai,1,11
49,nonwinner049.ai,1,11
214,hold062.ai,1,11
148,nonwinner148.ai,1,11
47,nonwinner047.ai,1,12
192,hold040.ai,1,12
39,nonwinner039.ai,1,12
210,hold058.ai,1,12
134,nonwinner134.ai,1,13
82,nonwinner082.ai,1,13
212,hold060.ai,1,13
207,hold055.ai,1,13
282,winner04.ai,1,14
162,hold010.ai,1,14
107,nonwinner107.ai,1,14
186,hold034.ai,1,14
266,winner04.ai,1,1
195,hold043.ai,1,1
169,hold017.ai,1,1
189,hold037.ai,1,1
97,nonwinner097.ai,1,2
274,winner04.ai,1,2
75,nonwinner075.ai,1,2
211,hold059.ai,1,2
247,hold095.ai,1,3
319,winner05.ai,1,3
105,nonwinner105.ai,1,3
26,nonwinner026.ai,1,3
226,hold074.ai,1,4
54,nonwinner054.ai,1,4
185,hold033.ai,1,4
218,hold066.ai,1,4
119,nonwinner119.ai,1,5
286,winner04.ai,1,5
245,hold093.ai,1,5
27,nonwinner027.ai,1,5
187,hold035.ai,1,6
241,hold089.ai,1,6
81,nonwinner081.ai,1,6
42,nonwinner042.ai,1,6
11,nonwinner011.ai,1,7
57,nonwinner057.ai,1,7
190,hold038.ai,1,7
249,hold097.ai,1,7
196,hold044.ai,1,8
141,nonwinner141.ai,1,8
65,nonwinner065.ai,1,8
122,nonwinner122.ai,1,8
266,winner04.ai,1,9
53,nonwinner053.ai,1,9
178,hold026.ai,1,9
45,nonwinner045.ai,1,9
63,nonwinner063.ai,1,10
134,nonwinner134.ai,1,10
280,winner04.ai,1,10
68,nonwinner068.ai,1,10
15,nonwinner015.ai,1,11
181,hold029.ai,1,11
42,nonwinner042.ai,1,11
115,nonwinner115.ai,1,11
278,winner04.ai,1,12
101,nonwinner101.ai,1,12
228,hold076.ai,1,12
333,winner05.ai,1,12
272,winner04.ai,1,13
204,hold052.ai,1,13
305,winner05.ai,1,13
284,winner04.ai,1,13
330,winner05.ai,1,14
252,hold100.ai,1,14
172,hold020.ai,1,14
299,winner05.ai,1,14
82,nonwinner082.ai,1,1
309,winner05.ai,1,1
45,nonwinner045.ai,1,1
269,winner04.ai,1,1
153,hold001.ai,1,2
331,winner05.ai,1,2
174,hold022.ai,1,2
92,nonwinner092.ai,1,2
229,hold077.ai,1,3
304,winner05.ai,1,3
42,nonwinner042.ai,1,3
2,nonwinner002.ai,1,3
205,hold053.ai,1,4
253,winner01.ai,1,4
85,nonwinner085.ai,1,4
309,winner05.ai,1,4
314,winner05.ai,1,5
279,winner04.ai,1,5
291,winner05.ai,1,5
143,nonwinner143.ai,1,5
186,hold034.ai,1,6
34,nonwinner034.ai,1,6
111,nonwinner111.ai,1,6
253,winner01.ai,1,6
14,nonwinner014.ai,1,7
189,hold037.ai,1,7
75,nonwinner075.ai,1,7
122,nonwinner122.ai,1,7
94,nonwinner094.ai,1,8
161,hold009.ai,1,8
146,nonwinner146.ai,1,8
229,hold077.ai,1,8
292,winner05.ai,1,9
271,winner04.ai,1,9
172,hold020.ai,1,9
162,hold010.ai,1,9
159,hold007.ai,1,10
77,nonwinner077.ai,1,10
61,nonwinner061.ai,1,10
285,winner04.ai,1,10
313,winner05.ai,1,11
213,hold061.ai,1,11
13,nonwinner013.ai,1,11
304,winner05.ai,1,11
287,winner05.ai,1,12
153,hold001.ai,1,12
252,hold100.ai,1,12
254,winner02.ai,1,12
302,winner05.ai,1,13
36,nonwinner036.ai,1,13
209,hold057.ai,1,13
92,nonwinner092.ai,1,13
185,hold033.ai,1,14
11,nonwinner011.ai,1,14
98,nonwinner098.ai,1,14
271,winner04.ai,1,14
255,winner02.ai,1,1
225,hold073.ai,1,1
278,winner04.ai,1,1
246,hold094.ai,1,1
34,nonwinner034.ai,1,2
49,nonwinner049.ai,1,2
51,nonwinner051.ai,1,2
230,hold078.ai,1,2
228,hold076.ai,1,3
293,winner05.ai,1,3
71,nonwinner071.ai,1,3
271,winner04.ai,1,3
64,nonwinner064.ai,1,4
88,nonwinner088.ai,1,4
42,nonwinner042.ai,1,4
327,winner05.ai,1,4
290,winner05.ai,1,5
159,hold007.ai,1,5
220,hold068.ai,1,5
66,nonwinner066.ai,1,5
263,winner04.ai,1,6
174,hold022.ai,1,6
307,winner05.ai,1,6
116,nonwinner116.ai,1,6
312,winner05.ai,1,7
46,nonwinner046.ai,1,7
131,nonwinner131.ai,1,7
173,hold021.ai,1,7
319,winner05.ai,1,8
102,nonwinner102.ai,1,8
215,hold063.ai,1,8
332,winner05.ai,1,8
189,hold037.ai,1,9
132,nonwinner132.ai,1,9
130,nonwinner130.ai,1,9
278,winner04.ai,1,9
62,nonwinner062.ai,1,10
70,nonwinner070.ai,1,10
300,winner05.ai,1,10
109,nonwinner109.ai,1,10
321,winner05.ai,1,11
139,nonwinner139.ai,1,11
191,hold039.ai,1,11
247,hold095.ai,1,11
25,nonwinner025.ai,1,12
321,winner05.ai,1,12
234,hold082.ai,1,12
246,hold094.ai,1,12
63,nonwinner063.ai,1,13
149,nonwinner149.ai,1,13
49,nonwinner049.ai,1,13
246,hold094.ai,1,13
269,winner04.ai,1,14
88,nonwinner088.ai,1,14
319,winner05.ai,1,14
316,winner05.ai,1,14
233,hold081.ai,1,1
60,nonwinner060.ai,1,1
216,hold064.ai,1,1
4,nonwinner004.ai,1,1
226,hold074.ai,1,2
246,hold094.ai,1,2
327,winner05.ai,1,2
135,nonwinner135.ai,1,2
227,hold075.ai,1,3
164,hold012.ai,1,3
238,hold086.ai,1,3
180,hold028.ai,1,3
251,hold099.ai,1,4
65,nonwinner065.ai,1,4
301,winner05.ai,1,4
61,nonwinner061.ai,1,4
212,hold060.ai,1,5
171,hold019.ai,1,5
79,nonwinner079.ai,1,5
300,winner05.ai,1,5
166,hold014.ai,1,6
334,winner05.ai,1,6
177,hold025.ai,1,6
271,winner04.ai,1,6
308,winner05.ai,1,7
29,nonwinner029.ai,1,7
294,winner05.ai,1,7
279,winner04.ai,1,7
156,hold004.ai,1,8
329,winner05.ai,1,8
4,nonwinner004.ai,1,8
37,nonwinner037.ai,1,8
99,nonwinner099.ai,1,9
249,hold097.ai,1,9
203,hold051.ai,1,9
101,nonwinner101.ai,1,9
308,winner05.ai,1,10
290,winner05.ai,1,10
244,hold092.ai,1,10
228,hold076.ai,1,10
63,nonwinner063.ai,1,11
117,nonwinner117.ai,1,11
55,nonwinner055.ai,1,11
300,winner05.ai,1,11
30,nonwinner030.ai,1,12
175,hold023.ai,1,12
12,nonwinner012.ai,1,12
43,nonwinner043.ai,1,12
45,nonwinner045.ai,1,13
75,nonwinner075.ai,1,13
273,winner04.ai,1,13
234,hold082.ai,1,13
335,winner05.ai,1,14
56,nonwinner056.ai,1,14
28,nonwinner028.ai,1,14
95,nonwinner095.ai,1,14
100,nonwinner100.ai,1,1
193,hold041.ai,1,1
88,nonwinner088.ai,1,1
103,nonwinner103.ai,1,1
144,nonwinner144.ai,1,2
125,nonwinner125.ai,1,2
171,hold019.ai,1,2
138,nonwinner138.ai,1,2
60,nonwinner060.ai,1,3
186,hold034.ai,1,3
38,nonwinner038.ai,1,3
117,nonwinner117.ai,1,3
141,nonwinner141.ai,1,4
86,nonwinner086.ai,1,4
299,winner05.ai,1,4
289,winner05.ai,1,4
144,nonwinner144.ai,1,5
264,winner04.ai,1,5
3,nonwinner003.ai,1,5
165,hold013.ai,1,5
159,hold007.ai,1,6
14,nonwinner014.ai,1,6
88,nonwinner088.ai,1,6
316,winner05.ai,1,6
94,nonwinner094.ai,1,7
250,hold098.ai,1,7
276,winner04.ai,1,7
74,nonwinner074.ai,1,7
165,hold013.ai,1,8
137,nonwinner137.ai,1,8
136,nonwinner136.ai,1,8
176,hold024.ai,1,8
267,winner04.ai,1,9
303,winner05.ai,1,9
228,hold076.ai,1,9
52,nonwinner052.ai,1,9
254,winner02.ai,1,10
8,nonwinner008.ai,1,10
60,nonwinner060.ai,1,10
115,nonwinner115.ai,1,10
179,hold027.ai,1,11
83,nonwinner083.ai,1,11
252,hold100.ai,1,11
32,nonwinner032.ai,1,11
103,nonwinner103.ai,1,12
268,winner04.ai,1,12
94,nonwinner094.ai,1,12
107,nonwinner107.ai,1,12
27,nonwinner027.ai,1,13
126,nonwinner126.ai,1,13
223,hold071.ai,1,13
35,nonwinner035.ai,1,13
183,hold031.ai,1,14
284,winner04.ai,1,14
126,nonwinner126.ai,1,14
259,winner03.ai,1,14
307,winner05.ai,1,1
56,nonwinner056.ai,1,1
79,nonwinner079.ai,1,1
73,nonwinner073.ai,1,1
87,nonwinner087.ai,1,2
80,nonwinner080.ai,1,2
151,nonwinner151.ai,1,2
293,winner05.ai,1,2
74,nonwinner074.ai,1,3
191,hold039.ai,1,3
249,hold097.ai,1,3
154,hold002.ai,1,3
230,hold078.ai,1,4
264,winner04.ai,1,4
221,hold069.ai,1,4
304,winner05.ai,1,4
174,hold022.ai,1,5
238,hold086.ai,1,5
96,nonwinner096.ai,1,5
325,winner05.ai,1,5
239,hold087.ai,1,6
3,nonwinner003.ai,1,6
296,winner05.ai,1,6
306,winner05.ai,1,6
219,hold067.ai,1,7
1,nonwinner001.ai,1,7
82,nonwinner082.ai,1,7
34,nonwinner034.ai,1,7
77,nonwinner077.ai,1,8
131,nonwinner131.ai,1,8
80,nonwinner080.ai,1,8
91,nonwinner091.ai,1,8
18,nonwinner018.ai,1,9
134,nonwinner134.ai,1,9
28,nonwinner028.ai,1,9
70,nonwinner070.ai,1,9
331,winner05.ai,1,10
226,hold074.ai,1,10
76,nonwinner076.ai,1,10
222,hold070.ai,1,10
39,nonwinner039.ai,1,11
327,winner05.ai,1,11
46,nonwinner046.ai,1,11
269,winner04.ai,1,11
63,nonwinner063.ai,1,12
245,hold093.ai,1,12
132,nonwinner132.ai,1,12
200,hold048.ai,1,12
110,nonwinner110.ai,1,13
335,winner05.ai,1,13
155,hold003.ai,1,13
323,winner05.ai,1,13
309,winner05.ai,1,14
229,hold077.ai,1,14
41,nonwinner041.ai,1,14
96,nonwinner096.ai,1,14
32,nonwinner032.ai,1,1
99,nonwinner099.ai,1,1
258,winner03.ai,1,1
18,nonwinner018.ai,1,1
241,hold089.ai,1,2
84,nonwinner084.ai,1,2
168,hold016.ai,1,2
202,hold050.ai,1,2
114,nonwinner114.ai,1,3
147,nonwinner147.ai,1,3
55,nonwinner055.ai,1,3
11,nonwinner011.ai,1,3
80,nonwinner080.ai,1,4
150,nonwinner150.ai,1,4
8,nonwinner008.ai,1,4
232,hold080.ai,1,4
131,nonwinner131.ai,1,5
36,nonwinner036.ai,1,5
7,nonwinner007.ai,1,5
332,winner05.ai,1,5
97,nonwinner097.ai,1,6
52,nonwinner052.ai,1,6
209,hold057.ai,1,6
180,hold028.ai,1,6
264,winner04.ai,1,7
270,winner04.ai,1,7
15,nonwinner015.ai,1,7
38,nonwinner038.ai,1,7
67,nonwinner067.ai,1,8
36,nonwinner036.ai,1,8
72,nonwinner072.ai,1,8
90,nonwinner090.ai,1,8
22,nonwinner022.ai,1,9
281,winner04.ai,1,9
331,winner05.ai,1,9
205,hold053.ai,1,9
193,hold041.ai,1,10
18,nonwinner018.ai,1,10
98,nonwinner098.ai,1,10
327,winner05.ai,1,10
1,nonwinner001.ai,1,11
68,nonwinner068.ai,1,11
84,nonwinner084.ai,1,11
248,hold096.ai,1,11
113,nonwinner113.ai,1,12
300,winner05.ai,1,12
150,nonwinner150.ai,1,12
141,nonwinner141.ai,1,12
213,hold061.ai,1,13
33,nonwinner033.ai,1,13
47,nonwinner047.ai,1,13
135,nonwinner135.ai,1,13
315,winner05.ai,1,14
131,nonwinner131.ai,1,14
177,hold025.ai,1,14
328,winner05.ai,1,14
31,nonwinner031.ai,1,1
231,hold079.ai,1,1
104,nonwinner104.ai,1,1
55,nonwinner055.ai,1,1
117,nonwinner117.ai,1,2
9,nonwinner009.ai,1,2
5,nonwinner005.ai,1,2
68,nonwinner068.ai,1,2
70,nonwinner070.ai,1,3
334,winner05.ai,1,3
130,nonwinner130.ai,1,3
280,winner04.ai,1,3
197,hold045.ai,1,4
35,nonwinner035.ai,1,4
83,nonwinner083.ai,1,4
219,hold067.ai,1,4
177,hold025.ai,1,5
12,nonwinner012.ai,1,5
306,winner05.ai,1,5
254,winner02.ai,1,5
312,winner05.ai,1,6
66,nonwinner066.ai,1,6
158,hold006.ai,1,6
142,nonwinner142.ai,1,6
21,nonwinner021.ai,1,7
328,winner05.ai,1,7
303,winner05.ai,1,7
114,nonwinner114.ai,1,7
83,nonwinner083.ai,1,8
162,hold010.ai,1,8
87,nonwinner087.ai,1,8
61,nonwinner061.ai,1,8
80,nonwinner080.ai,1,9
2,nonwinner002.ai,1,9
94,nonwinner094.ai,1,9
315,winner05.ai,1,9
53,nonwinner053.ai,1,10
220,hold068.ai,1,10
116,nonwinner116.ai,1,10
317,winner05.ai,1,10
118,nonwinner118.ai,1,11
29,nonwinner029.ai,1,11
326,winner05.ai,1,11
70,nonwinner070.ai,1,11
15,nonwinner015.ai,1,12
35,nonwinner035.ai,1,12
65,nonwinner065.ai,1,12
308,winner05.ai,1,12
141,nonwinner141.ai,1,13
308,winner05.ai,1,13
107,nonwinner107.ai,1,13
132,nonwinner132.ai,1,13
127,nonwinner127.ai,1,14
158,hold006.ai,1,14
195,hold043.ai,1,14
134,nonwinner134.ai,1,14
8,nonwinner008.ai,1,1
22,nonwinner022.ai,1,1
71,nonwinner071.ai,1,1
176,hold024.ai,1,1
23,nonwinner023.ai,1,2
108,nonwinner108.ai,1,2
234,hold082.ai,1,2
62,nonwinner062.ai,1,2
189,hold037.ai,1,3
93,nonwinner093.ai,1,3
54,nonwinner054.ai,1,3
328,winner05.ai,1,3
305,winner05.ai,1,4
153,hold001.ai,1,4
68,nonwinner068.ai,1,4
162,hold010.ai,1,4
176,hold024.ai,1,5
37,nonwinner037.ai,1,5
229,hold077.ai,1,5
226,hold074.ai,1,5
237,hold085.ai,1,6
131,nonwinner131.ai,1,6
125,nonwinner125.ai,1,6
130,nonwinner130.ai,1,6
309,winner05.ai,1,7
277,winner04.ai,1,7
36,nonwinner036.ai,1,7
25,nonwinner025.ai,1,7
324,winner05.ai,1,8
308,winner05.ai,1,8
40,nonwinner040.ai,1,8
66,nonwinner066.ai,1,8
196,hold044.ai,1,9
333,winner05.ai,1,9
30,nonwinner030.ai,1,9
282,winner04.ai,1,9
183,hold031.ai,1,10
273,winner04.ai,1,10
25,nonwinner025.ai,1,10
170,hold018.ai,1,10
95,nonwinner095.ai,1,11
98,nonwinner098.ai,1,11
184,hold032.ai,1,11
290,winner05.ai,1,11
311,winner05.ai,1,12
281,winner04.ai,1,12
14,nonwinner014.ai,1,12
68,nonwinner068.ai,1,12
252,hold100.ai,1,13
61,nonwinner061.ai,1,13
37,nonwinner037.ai,1,13
139,nonwinner139.ai,1,13
228,hold076.ai,1,14
297,winner05.ai,1,14
305,winner05.ai,1,14
16,nonwinner016.ai,1,14
308,winner05.ai,1,1
148,nonwinner148.ai,1,1
304,winner05.ai,1,1
280,winner04.ai,1,1
79,nonwinner079.ai,1,2
118,nonwinner118.ai,1,2
187,hold035.ai,1,2
285,winner04.ai,1,2
35,nonwinner035.ai,1,3
329,winner05.ai,1,3
13,nonwinner013.ai,1,3
57,nonwinner057.ai,1,3
152,nonwinner152.ai,1,4
303,winner05.ai,1,4
67,nonwinner067.ai,1,4
172,hold020.ai,1,4
67,nonwinner067.ai,1,5
76,nonwinner076.ai,1,5
61,nonwinner061.ai,1,5
60,nonwinner060.ai,1,5
121,nonwinner121.ai,1,6
194,hold042.ai,1,6
232,hold080.ai,1,6
283,winner04.ai,1,6
52,nonwinner052.ai,1,7
290,winner05.ai,1,7
310,winner05.ai,1,7
261,winner03.ai,1,7
71,nonwinner071.ai,1,8
8,nonwinner008.ai,1,8
154,hold002.ai,1,8
120,nonwinner120.ai,1,8
170,hold018.ai,1,9
20,nonwinner020.ai,1,9
114,nonwinner114.ai,1,9
69,nonwinner069.ai,1,9
242,hold090.ai,1,10
106,nonwinner106.ai,1,10
277,winner04.ai,1,10
203,hold051.ai,1,10
232,hold080.ai,1,11
249,hold097.ai,1,11
263,winner04.ai,1,11
19,nonwinner019.ai,1,11
67,nonwinner067.ai,1,12
206,hold054.ai,1,12
142,nonwinner142.ai,1,12
165,hold013.ai,1,12
275,winner04.ai,1,13
143,nonwinner143.ai,1,13
171,hold019.ai,1,13
133,nonwinner133.ai,1,13
152,nonwinner152.ai,1,14
120,nonwinner120.ai,1,14
313,winner05.ai,1,14
310,winner05.ai,1,14
227,hold075.ai,1,1
239,hold087.ai,1,1
134,nonwinner134.ai,1,1
180,hold028.ai,1,1
300,winner05.ai,1,2
332,winner05.ai,1,2
166,hold014.ai,1,2
206,hold054.ai,1,2
309,winner05.ai,1,3
224,hold072.ai,1,3
300,winner05.ai,1,3
131,nonwinner131.ai,1,3
99,nonwinner099.ai,1,4
206,hold054.ai,1,4
10,nonwinner010.ai,1,4
292,winner05.ai,1,4
11,nonwinner011.ai,1,5
184,hold032.ai,1,5
256,winner02.ai,1,5
97,nonwinner097.ai,1,5
71,nonwinner071.ai,1,6
145,nonwinner145.ai,1,6
21,nonwinner021.ai,1,6
267,winner04.ai,1,6
272,winner04.ai,1,7
301,winner05.ai,1,7
47,nonwinner047.ai,1,7
89,nonwinner089.ai,1,7
210,hold058.ai,1,8
52,nonwinner052.ai,1,8
22,nonwinner022.ai,1,8
85,nonwinner085.ai,1,8
217,hold065.ai,1,9
89,nonwinner089.ai,1,9
97,nonwinner097.ai,1,9
305,winner05.ai,1,9
97,nonwinner097.ai,1,10
294,winner05.ai,1,10
219,hold067.ai,1,10
204,hold052.ai,1,10
26,nonwinner026.ai,1,11
154,hold002.ai,1,11
231,hold079.ai,1,11
196,hold044.ai,1,11
48,nonwinner048.ai,1,12
54,nonwinner054.ai,1,12
251,hold099.ai,1,12
244,hold092.ai,1,12
105,nonwinner105.ai,1,13
152,nonwinner152.ai,1,13
253,winner01.ai,1,13
268,winner04.ai,1,13
326,winner05.ai,1,14
73,nonwinner073.ai,1,14
154,hold002.ai,1,14
182,hold030.ai,1,14
311,winner05.ai,1,1
208,hold056.ai,1,1
41,nonwinner041.ai,1,1
270,winner04.ai,1,1
161,hold009.ai,1,2
37,nonwinner037.ai,1,2
167,hold015.ai,1,2
21,nonwinner021.ai,1,2
311,winner05.ai,1,3
169,hold017.ai,1,3
297,winner05.ai,1,3
306,winner05.ai,1,3
249,hold097.ai,1,4
92,nonwinner092.ai,1,4
73,nonwinner073.ai,1,4
7,nonwinner007.ai,1,4
49,nonwinner049.ai,1,5
323,winner05.ai,1,5
47,nonwinner047.ai,1,5
315,winner05.ai,1,5
19,nonwinner019.ai,1,6
5,nonwinner005.ai,1,6
301,winner05.ai,1,6
38,nonwinner038.ai,1,6
100,nonwinner100.ai,1,7
64,nonwinner064.ai,1,7
28,nonwinner028.ai,1,7
91,nonwinner091.ai,1,7
225,hold073.ai,1,8
17,nonwinner017.ai,1,8
50,nonwinner050.ai,1,8
170,hold018.ai,1,8
138,nonwinner138.ai,1,9
221,hold069.ai,1,9
288,winner05.ai,1,9
220,hold068.ai,1,9
171,hold019.ai,1,10
213,hold061.ai,1,10
259,winner03.ai,1,10
261,winner03.ai,1,10
335,winner05.ai,1,11
279,winner04.ai,1,11
74,nonwinner074.ai,1,11
11,nonwinner011.ai,1,11
221,hold069.ai,1,12
90,nonwinner090.ai,1,12
23,nonwinner023.ai,1,12
242,hold090.ai,1,12
300,winner05.ai,1,13
315,winner05.ai,1,13
250,hold098.ai,1,13
245,hold093.ai,1,13
233,hold081.ai,1,14
213,hold061.ai,1,14
105,nonwinner105.ai,1,14
59,nonwinner059.ai,1,14
200,hold048.ai,1,1
312,winner05.ai,1,1
70,nonwinner070.ai,1,1
290,winner05.ai,1,1
302,winner05.ai,1,2
261,winner03.ai,1,2
124,nonwinner124.ai,1,2
184,hold032.ai,1,2
136,nonwinner136.ai,1,3
264,winner04.ai,1,3
324,winner05.ai,1,3
137,nonwinner137.ai,1,3
114,nonwinner114.ai,1,4
3,nonwinner003.ai,1,4
130,nonwinner130.ai,1,4
324,winner05.ai,1,4
16,nonwinner016.ai,1,5
48,nonwinner048.ai,1,5
39,nonwinner039.ai,1,5
44,nonwinner044.ai,1,5
243,hold091.ai,1,6
214,hold062.ai,1,6
12,nonwinner012.ai,1,6
108,nonwinner108.ai,1,6
324,winner05.ai,1,7
175,hold023.ai,1,7
105,nonwinner105.ai,1,7
266,winner04.ai,1,7
228,hold076.ai,1,8
41,nonwinner041.ai,1,8
334,winner05.ai,1,8
205,hold053.ai,1,8
212,hold060.ai,1,9
264,winner04.ai,1,9
108,nonwinner108.ai,1,9
177,hold025.ai,1,9
80,nonwinner080.ai,1,10
289,winner05.ai,1,10
7,nonwinner007.ai,1,10
99,nonwinner099.ai,1,10
189,hold037.ai,1,11
168,hold016.ai,1,11
158,hold006.ai,1,11
87,nonwinner087.ai,1,11
8,nonwinner008.ai,1,12
51,nonwinner051.ai,1,12
75,nonwinner075.ai,1,12
185,hold033.ai,1,12
235,hold083.ai,1,13
296,winner05.ai,1,13
242,hold090.ai,1,13
286,winner04.ai,1,13
329,winner05.ai,1,14
39,nonwinner039.ai,1,14
272,winner04.ai,1,14
123,nonwinner123.ai,1,14
324,winner05.ai,1,1
178,hold026.ai,1,1
236,hold084.ai,1,1
224,hold072.ai,1,1
283,winner04.ai,1,2
126,nonwinner126.ai,1,2
179,hold027.ai,1,2
248,hold096.ai,1,2
181,hold029.ai,1,3
202,hold050.ai,1,3
219,hold067.ai,1,3
142,nonwinner142.ai,1,3
296,winner05.ai,1,4
287,winner05.ai,1,4
17,nonwinner017.ai,1,4
151,nonwinner151.ai,1,4
208,hold056.ai,1,5
110,nonwinner110.ai,1,5
282,winner04.ai,1,5
272,winner04.ai,1,5
270,winner04.ai,1,6
106,nonwinner106.ai,1,6
227,hold075.ai,1,6
297,winner05.ai,1,6
325,winner05.ai,1,7
285,winner04.ai,1,7
159,hold007.ai,1,7
188,hold036.ai,1,7
209,hold057.ai,1,8
171,hold019.ai,1,8
182,hold030.ai,1,8
190,hold038.ai,1,8
311,winner05.ai,1,9
118,nonwinner118.ai,1,9
6,nonwinner006.ai,1,9
139,nonwinner139.ai,1,9
34,nonwinner034.ai,1,10
89,nonwinner089.ai,1,10
153,hold001.ai,1,10
283,winner04.ai,1,10
155,hold003.ai,1,11
64,nonwinner064.ai,1,11
57,nonwinner057.ai,1,11
102,nonwinner102.ai,1,11
5,nonwinner005.ai,1,12
296,winner05.ai,1,12
226,hold074.ai,1,12
133,nonwinner133.ai,1,12
164,hold012.ai,1,13
231,hold079.ai,1,13
287,winner05.ai,1,13
90,nonwinner090.ai,1,13
109,nonwinner109.ai,1,14
32,nonwinner032.ai,1,14
207,hold055.ai,1,14
155,hold003.ai,1,14
207,hold055.ai,1,1
14,nonwinner014.ai,1,1
182,hold030.ai,1,1
69,nonwinner069.ai,1,1
244,hold092.ai,1,2
233,hold081.ai,1,2
7,nonwinner007.ai,1,2
20,nonwinner020.ai,1,2
77,nonwinner077.ai,1,3
121,nonwinner121.ai,1,3
310,winner05.ai,1,3
333,winner05.ai,1,3
260,winner03.ai,1,4
119,nonwinner119.ai,1,4
107,nonwinner107.ai,1,4
328,winner05.ai,1,4
326,winner05.ai,1,5
294,winner05.ai,1,5
98,nonwinner098.ai,1,5
