TKT,I1,P,Up
265,nonwinner04.ai,1,5
299,nonwinner09.ai,1,5
511,nonwinner08.ai,1,5
205,nonwinner04.ai,1,5
223,nonwinner05.ai,1,5
82,nonwinner02.ai,1,5
612,hold12.ai,1,6
86,nonwinner06.ai,1,6
255,nonwinner04.ai,1,6
377,nonwinner03.ai,1,6
522,nonwinner02.ai,1,6
487,nonwinner03.ai,1,6
238,nonwinner10.ai,1,6
633,winner03.ai,1,6
632,winner03.ai,1,6
570,nonwinner01.ai,1,6
532,nonwinner02.ai,1,7
354,nonwinner07.ai,1,7
553,nonwinner05.ai,1,7
276,nonwinner06.ai,1,7
119,nonwinner09.ai,1,7
464,nonwinner07.ai,1,7
537,nonwinner03.ai,1,7
108,nonwinner10.ai,1,7
576,nonwinner06.ai,1,7
566,nonwinner06.ai,1,7
369,nonwinner09.ai,1,8
385,nonwinner04.ai,1,8
142,nonwinner02.ai,1,8
398,nonwinner10.ai,1,8
417,nonwinner03.ai,1,8
353,nonwinner05.ai,1,8
458,nonwinner10.ai,1,8
133,nonwinner05.ai,1,8
365,nonwinner04.ai,1,8
615,hold15.ai,1,8
176,nonwinner06.ai,1,1
284,nonwinner07.ai,1,1
106,nonwinner06.ai,1,1
225,nonwinner04.ai,1,1
410,nonwinner01.ai,1,1
4,nonwinner07.ai,1,1
588,nonwinner10.ai,1,1
574,nonwinner07.ai,1,1
606,hold06.ai,1,1
57,nonwinner03.ai,1,1
305,nonwinner04.ai,1,2
550,nonwinner01.ai,1,2
28,nonwinner10.ai,1,2
46,nonwinner06.ai,1,2
386,nonwinner06.ai,1,2
124,nonwinner07.ai,1,2
223,nonwinner05.ai,1,2
324,nonwinner07.ai,1,2
611,hold11.ai,1,2
217,nonwinner03.ai,1,2
147,nonwinner03.ai,1,3
466,nonwinner06.ai,1,3
318,nonwinner10.ai,1,3
584,nonwinner07.ai,1,3
131,nonwinner08.ai,1,3
58,nonwinner10.ai,1,3
220,nonwinner01.ai,1,3
510,nonwinner01.ai,1,3
316,nonwinner06.ai,1,3
38,nonwinner10.ai,1,3
605,hold05.ai,1,4
375,nonwinner04.ai,1,4
254,nonwinner07.ai,1,4
547,nonwinner03.ai,1,4
166,nonwinner06.ai,1,4
446,nonwinner06.ai,1,4
66,nonwinner06.ai,1,4
235,nonwinner04.ai,1,4
367,nonwinner03.ai,1,4
551,nonwinner08.ai,1,4
313,nonwinner05.ai,1,5
285,nonwinner04.ai,1,5
218,nonwinner10.ai,1,5
490,nonwinner01.ai,1,5
225,nonwinner04.ai,1,5
347,nonwinner03.ai,1,5
554,nonwinner07.ai,1,5
577,nonwinner03.ai,1,5
150,nonwinner01.ai,1,5
78,nonwinner10.ai,1,5
227,nonwinner03.ai,1,6
167,nonwinner03.ai,1,6
400,nonwinner01.ai,1,6
211,nonwinner08.ai,1,6
456,nonwinner06.ai,1,6
37,nonwinner03.ai,1,6
512,nonwinner02.ai,1,6
144,nonwinner07.ai,1,6
256,nonwinner06.ai,1,6
618,winner02.ai,1,6
519,nonwinner09.ai,1,7
292,nonwinner02.ai,1,7
110,nonwinner01.ai,1,7
46,nonwinner06.ai,1,7
496,nonwinner06.ai,1,7
466,nonwinner06.ai,1,7
340,nonwinner01.ai,1,7
569,nonwinner09.ai,1,7
199,nonwinner09.ai,1,7
331,nonwinner08.ai,1,7
406,nonwinner06.ai,1,8
531,nonwinner08.ai,1,8
585,nonwinner04.ai,1,8
344,nonwinner07.ai,1,8
577,nonwinner03.ai,1,8
396,nonwinner06.ai,1,8
106,nonwinner06.ai,1,8
147,nonwinner03.ai,1,8
176,nonwinner06.ai,1,8
596,nonwinner06.ai,1,8
296,nonwinner06.ai,1,1
463,nonwinner05.ai,1,1
439,nonwinner09.ai,1,1
478,nonwinner10.ai,1,1
440,nonwinner01.ai,1,1
257,nonwinner03.ai,1,1
101,nonwinner08.ai,1,1
138,nonwinner10.ai,1,1
550,nonwinner01.ai,1,1
492,nonwinner02.ai,1,1
97,nonwinner03.ai,1,2
241,nonwinner08.ai,1,2
637,winner04.ai,1,2
331,nonwinner08.ai,1,2
39,nonwinner09.ai,1,2
495,nonwinner04.ai,1,2
540,nonwinner01.ai,1,2
6,nonwinner06.ai,1,2
407,nonwinner03.ai,1,2
438,nonwinner10.ai,1,2
191,nonwinner08.ai,1,3
303,nonwinner05.ai,1,3
642,winner04.ai,1,3
614,hold14.ai,1,3
438,nonwinner10.ai,1,3
373,nonwinner05.ai,1,3
266,nonwinner06.ai,1,3
339,nonwinner09.ai,1,3
197,nonwinner03.ai,1,3
365,nonwinner04.ai,1,3
429,nonwinner09.ai,1,4
177,nonwinner03.ai,1,4
447,nonwinner03.ai,1,4
171,nonwinner08.ai,1,4
423,nonwinner05.ai,1,4
198,nonwinner10.ai,1,4
323,nonwinner05.ai,1,4
408,nonwinner10.ai,1,4
21,nonwinner08.ai,1,4
91,nonwinner08.ai,1,4
194,nonwinner07.ai,1,5
181,nonwinner08.ai,1,5
60,nonwinner01.ai,1,5
350,nonwinner01.ai,1,5
387,nonwinner03.ai,1,5
160,nonwinner01.ai,1,5
561,nonwinner08.ai,1,5
388,nonwinner10.ai,1,5
115,nonwinner04.ai,1,5
355,nonwinner04.ai,1,5
294,nonwinner07.ai,1,6
591,nonwinner08.ai,1,6
594,nonwinner07.ai,1,6
200,nonwinner01.ai,1,6
290,nonwinner01.ai,1,6
603,hold03.ai,1,6
593,nonwinner05.ai,1,6
222,nonwinner02.ai,1,6
449,nonwinner09.ai,1,6
464,nonwinner07.ai,1,6
273,nonwinner05.ai,1,7
130,nonwinner01.ai,1,7
281,nonwinner08.ai,1,7
598,nonwinner10.ai,1,7
123,nonwinner05.ai,1,7
632,winner03.ai,1,7
570,nonwinner01.ai,1,7
308,nonwinner10.ai,1,7
399,nonwinner09.ai,1,7
1,nonwinner08.ai,1,7
528,nonwinner10.ai,1,8
2,nonwinner02.ai,1,8
26,nonwinner06.ai,1,8
229,nonwinner09.ai,1,8
651,winner04.ai,1,8
271,nonwinner08.ai,1,8
291,nonwinner08.ai,1,8
215,nonwinner04.ai,1,8
157,nonwinner03.ai,1,8
14,nonwinner07.ai,1,8
337,nonwinner03.ai,1,1
559,nonwinner09.ai,1,1
26,nonwinner06.ai,1,1
416,nonwinner06.ai,1,1
198,nonwinner10.ai,1,1
259,nonwinner09.ai,1,1
469,nonwinner09.ai,1,1
467,nonwinner03.ai,1,1
360,nonwinner01.ai,1,1
627,winner03.ai,1,1
396,nonwinner06.ai,1,2
155,nonwinner04.ai,1,2
112,nonwinner02.ai,1,2
481,nonwinner08.ai,1,2
573,nonwinner05.ai,1,2
323,nonwinner05.ai,1,2
362,nonwinner02.ai,1,2
366,nonwinner06.ai,1,2
63,nonwinner05.ai,1,2
654,winner04.ai,1,2
526,nonwinner06.ai,1,3
122,nonwinner02.ai,1,3
651,winner04.ai,1,3
487,nonwinner03.ai,1,3
443,nonwinner05.ai,1,3
76,nonwinner06.ai,1,3
395,nonwinner04.ai,1,3
630,winner03.ai,1,3
213,nonwinner05.ai,1,3
312,nonwinner02.ai,1,3
214,nonwinner07.ai,1,4
297,nonwinner03.ai,1,4
510,nonwinner01.ai,1,4
54,nonwinner07.ai,1,4
606,hold06.ai,1,4
582,nonwinner02.ai,1,4
596,nonwinner06.ai,1,4
281,nonwinner08.ai,1,4
570,nonwinner01.ai,1,4
144,nonwinner07.ai,1,4
568,nonwinner10.ai,1,5
162,nonwinner02.ai,1,5
296,nonwinner06.ai,1,5
331,nonwinner08.ai,1,5
541,nonwinner08.ai,1,5
311,nonwinner08.ai,1,5
29,nonwinner09.ai,1,5
457,nonwinner03.ai,1,5
173,nonwinner05.ai,1,5
280,nonwinner01.ai,1,5
428,nonwinner10.ai,1,6
406,nonwinner06.ai,1,6
270,nonwinner01.ai,1,6
660,winner04.ai,1,6
75,nonwinner04.ai,1,6
97,nonwinner03.ai,1,6
260,nonwinner01.ai,1,6
370,nonwinner01.ai,1,6
216,nonwinner06.ai,1,6
360,nonwinner01.ai,1,6
132,nonwinner02.ai,1,7
301,nonwinner08.ai,1,7
514,nonwinner07.ai,1,7
410,nonwinner01.ai,1,7
128,nonwinner10.ai,1,7
555,nonwinner04.ai,1,7
585,nonwinner04.ai,1,7
86,nonwinner06.ai,1,7
322,nonwinner02.ai,1,7
290,nonwinner01.ai,1,7
423,nonwinner05.ai,1,8
339,nonwinner09.ai,1,8
625,winner03.ai,1,8
562,nonwinner02.ai,1,8
77,nonwinner03.ai,1,8
436,nonwinner06.ai,1,8
267,nonwinner03.ai,1,8
357,nonwinner03.ai,1,8
186,nonwinner06.ai,1,8
174,nonwinner07.ai,1,8
455,nonwinner04.ai,1,1
307,nonwinner03.ai,1,1
312,nonwinner02.ai,1,1
344,nonwinner07.ai,1,1
406,nonwinner06.ai,1,1
445,nonwinner04.ai,1,1
100,nonwinner01.ai,1,1
622,winner02.ai,1,1
623,winner02.ai,1,1
309,nonwinner09.ai,1,1
642,winner04.ai,1,2
589,nonwinner09.ai,1,2
235,nonwinner04.ai,1,2
462,nonwinner02.ai,1,2
599,nonwinner09.ai,1,2
507,nonwinner03.ai,1,2
520,nonwinner01.ai,1,2
177,nonwinner03.ai,1,2
116,nonwinner06.ai,1,2
350,nonwinner01.ai,1,2
159,nonwinner09.ai,1,3
393,nonwinner05.ai,1,3
162,nonwinner02.ai,1,3
262,nonwinner02.ai,1,3
333,nonwinner05.ai,1,3
470,nonwinner01.ai,1,3
1,nonwinner08.ai,1,3
537,nonwinner03.ai,1,3
7,nonwinner03.ai,1,3
468,nonwinner10.ai,1,3
499,nonwinner09.ai,1,4
122,nonwinner02.ai,1,4
152,nonwinner02.ai,1,4
188,nonwinner10.ai,1,4
335,nonwinner04.ai,1,4
8,nonwinner10.ai,1,4
175,nonwinner04.ai,1,4
329,nonwinner09.ai,1,4
256,nonwinner06.ai,1,4
331,nonwinner08.ai,1,4
339,nonwinner09.ai,1,5
129,nonwinner09.ai,1,5
578,nonwinner10.ai,1,5
469,nonwinner09.ai,1,5
625,winner03.ai,1,5
57,nonwinner03.ai,1,5
579,nonwinner09.ai,1,5
510,nonwinner01.ai,1,5
261,nonwinner08.ai,1,5
287,nonwinner03.ai,1,5
40,nonwinner01.ai,1,6
320,nonwinner01.ai,1,6
437,nonwinner03.ai,1,6
556,nonwinner06.ai,1,6
344,nonwinner07.ai,1,6
579,nonwinner09.ai,1,6
109,nonwinner09.ai,1,6
208,nonwinner10.ai,1,6
228,nonwinner10.ai,1,6
546,nonwinner06.ai,1,6
454,nonwinner07.ai,1,7
419,nonwinner09.ai,1,7
332,nonwinner02.ai,1,7
471,nonwinner08.ai,1,7
131,nonwinner08.ai,1,7
452,nonwinner02.ai,1,7
583,nonwinner05.ai,1,7
388,nonwinner10.ai,1,7
272,nonwinner02.ai,1,7
447,nonwinner03.ai,1,7
593,nonwinner05.ai,1,8
331,nonwinner08.ai,1,8
561,nonwinner08.ai,1,8
68,nonwinner10.ai,1,8
367,nonwinner03.ai,1,8
250,nonwinner01.ai,1,8
622,winner02.ai,1,8
433,nonwinner05.ai,1,8
214,nonwinner07.ai,1,8
420,nonwinner01.ai,1,8
551,nonwinner08.ai,1,1
640,winner04.ai,1,1
570,nonwinner01.ai,1,1
409,nonwinner09.ai,1,1
602,hold02.ai,1,1
468,nonwinner10.ai,1,1
250,nonwinner01.ai,1,1
108,nonwinner10.ai,1,1
437,nonwinner03.ai,1,1
229,nonwinner09.ai,1,1
184,nonwinner07.ai,1,2
351,nonwinner08.ai,1,2
606,hold06.ai,1,2
511,nonwinner08.ai,1,2
24,nonwinner07.ai,1,2
12,nonwinner02.ai,1,2
90,nonwinner01.ai,1,2
521,nonwinner08.ai,1,2
40,nonwinner01.ai,1,2
92,nonwinner02.ai,1,2
155,nonwinner04.ai,1,3
219,nonwinner09.ai,1,3
536,nonwinner06.ai,1,3
368,nonwinner10.ai,1,3
308,nonwinner10.ai,1,3
449,nonwinner09.ai,1,3
51,nonwinner08.ai,1,3
16,nonwinner06.ai,1,3
545,nonwinner04.ai,1,3
288,nonwinner10.ai,1,3
601,hold01.ai,1,4
468,nonwinner10.ai,1,4
306,nonwinner06.ai,1,4
379,nonwinner09.ai,1,4
64,nonwinner07.ai,1,4
463,nonwinner05.ai,1,4
96,nonwinner06.ai,1,4
610,hold10.ai,1,4
202,nonwinner02.ai,1,4
78,nonwinner10.ai,1,4
332,nonwinner02.ai,1,5
216,nonwinner06.ai,1,5
106,nonwinner06.ai,1,5
144,nonwinner07.ai,1,5
243,nonwinner05.ai,1,5
213,nonwinner05.ai,1,5
149,nonwinner09.ai,1,5
93,nonwinner05.ai,1,5
80,nonwinner01.ai,1,5
278,nonwinner10.ai,1,5
76,nonwinner06.ai,1,6
420,nonwinner01.ai,1,6
342,nonwinner02.ai,1,6
353,nonwinner05.ai,1,6
424,nonwinner07.ai,1,6
551,nonwinner08.ai,1,6
495,nonwinner04.ai,1,6
341,nonwinner08.ai,1,6
659,winner04.ai,1,6
541,nonwinner08.ai,1,6
476,nonwinner06.ai,1,7
127,nonwinner03.ai,1,7
590,nonwinner01.ai,1,7
385,nonwinner04.ai,1,7
222,nonwinner02.ai,1,7
596,nonwinner06.ai,1,7
25,nonwinner04.ai,1,7
120,nonwinner01.ai,1,7
237,nonwinner03.ai,1,7
524,nonwinner07.ai,1,7
446,nonwinner06.ai,1,8
646,winner04.ai,1,8
179,nonwinner09.ai,1,8
418,nonwinner10.ai,1,8
347,nonwinner03.ai,1,8
46,nonwinner06.ai,1,8
338,nonwinner10.ai,1,8
642,winner04.ai,1,8
459,nonwinner09.ai,1,8
148,nonwinner10.ai,1,8
452,nonwinner02.ai,1,1
155,nonwinner04.ai,1,1
543,nonwinner05.ai,1,1
490,nonwinner01.ai,1,1
454,nonwinner07.ai,1,1
604,hold04.ai,1,1
39,nonwinner09.ai,1,1
593,nonwinner05.ai,1,1
505,nonwinner04.ai,1,1
357,nonwinner03.ai,1,1
509,nonwinner09.ai,1,2
33,nonwinner05.ai,1,2
529,nonwinner09.ai,1,2
103,nonwinner05.ai,1,2
548,nonwinner10.ai,1,2
460,nonwinner01.ai,1,2
162,nonwinner02.ai,1,2
260,nonwinner01.ai,1,2
322,nonwinner02.ai,1,2
69,nonwinner09.ai,1,2
376,nonwinner06.ai,1,3
527,nonwinner03.ai,1,3
226,nonwinner06.ai,1,3
173,nonwinner05.ai,1,3
244,nonwinner07.ai,1,3
68,nonwinner10.ai,1,3
269,nonwinner09.ai,1,3
323,nonwinner05.ai,1,3
136,nonwinner06.ai,1,3
96,nonwinner06.ai,1,3
332,nonwinner02.ai,1,4
303,nonwinner05.ai,1,4
88,nonwinner10.ai,1,4
366,nonwinner06.ai,1,4
167,nonwinner03.ai,1,4
507,nonwinner03.ai,1,4
442,nonwinner02.ai,1,4
333,nonwinner05.ai,1,4
318,nonwinner10.ai,1,4
346,nonwinner06.ai,1,4
18,nonwinner10.ai,1,5
459,nonwinner09.ai,1,5
342,nonwinner02.ai,1,5
252,nonwinner02.ai,1,5
262,nonwinner02.ai,1,5
629,winner03.ai,1,5
256,nonwinner06.ai,1,5
79,nonwinner09.ai,1,5
16,nonwinner06.ai,1,5
537,nonwinner03.ai,1,5
369,nonwinner09.ai,1,6
88,nonwinner10.ai,1,6
643,winner04.ai,1,6
473,nonwinner05.ai,1,6
461,nonwinner08.ai,1,6
399,nonwinner09.ai,1,6
451,nonwinner08.ai,1,6
655,winner04.ai,1,6
241,nonwinner08.ai,1,6
482,nonwinner02.ai,1,6
374,nonwinner07.ai,1,7
133,nonwinner05.ai,1,7
239,nonwinner09.ai,1,7
361,nonwinner08.ai,1,7
8,nonwinner10.ai,1,7
431,nonwinner08.ai,1,7
393,nonwinner05.ai,1,7
228,nonwinner10.ai,1,7
218,nonwinner10.ai,1,7
382,nonwinner02.ai,1,7
236,nonwinner06.ai,1,8
305,nonwinner04.ai,1,8
380,nonwinner01.ai,1,8
526,nonwinner06.ai,1,8
549,nonwinner09.ai,1,8
445,nonwinner04.ai,1,8
473,nonwinner05.ai,1,8
616,winner01.ai,1,8
399,nonwinner09.ai,1,8
314,nonwinner07.ai,1,8
87,nonwinner03.ai,1,1
219,nonwinner09.ai,1,1
14,nonwinner07.ai,1,1
339,nonwinner09.ai,1,1
148,nonwinner10.ai,1,1
10,nonwinner01.ai,1,1
208,nonwinner10.ai,1,1
268,nonwinner10.ai,1,1
133,nonwinner05.ai,1,1
177,nonwinner03.ai,1,1
160,nonwinner01.ai,1,2
238,nonwinner10.ai,1,2
245,nonwinner04.ai,1,2
373,nonwinner05.ai,1,2
500,nonwinner01.ai,1,2
643,winner04.ai,1,2
153,nonwinner05.ai,1,2
357,nonwinner03.ai,1,2
205,nonwinner04.ai,1,2
597,nonwinner03.ai,1,2
444,nonwinner07.ai,1,3
91,nonwinner08.ai,1,3
322,nonwinner02.ai,1,3
596,nonwinner06.ai,1,3
540,nonwinner01.ai,1,3
396,nonwinner06.ai,1,3
5,nonwinner04.ai,1,3
517,nonwinner03.ai,1,3
522,nonwinner02.ai,1,3
193,nonwinner05.ai,1,3
602,hold02.ai,1,4
273,nonwinner05.ai,1,4
82,nonwinner02.ai,1,4
58,nonwinner10.ai,1,4
450,nonwinner01.ai,1,4
512,nonwinner02.ai,1,4
304,nonwinner07.ai,1,4
251,nonwinner08.ai,1,4
561,nonwinner08.ai,1,4
279,nonwinner09.ai,1,4
151,nonwinner08.ai,1,5
104,nonwinner07.ai,1,5
500,nonwinner01.ai,1,5
340,nonwinner01.ai,1,5
159,nonwinner09.ai,1,5
348,nonwinner10.ai,1,5
551,nonwinner08.ai,1,5
152,nonwinner02.ai,1,5
48,nonwinner10.ai,1,5
77,nonwinner03.ai,1,5
17,nonwinner03.ai,1,6
118,nonwinner10.ai,1,6
416,nonwinner06.ai,1,6
31,nonwinner08.ai,1,6
534,nonwinner07.ai,1,6
656,winner04.ai,1,6
291,nonwinner08.ai,1,6
367,nonwinner03.ai,1,6
202,nonwinner02.ai,1,6
230,nonwinner01.ai,1,6
291,nonwinner08.ai,1,7
241,nonwinner08.ai,1,7
310,nonwinner01.ai,1,7
72,nonwinner02.ai,1,7
19,nonwinner09.ai,1,7
656,winner04.ai,1,7
378,nonwinner10.ai,1,7
216,nonwinner06.ai,1,7
9,nonwinner09.ai,1,7
309,nonwinner09.ai,1,7
519,nonwinner09.ai,1,8
556,nonwinner06.ai,1,8
544,nonwinner07.ai,1,8
233,nonwinner05.ai,1,8
240,nonwinner01.ai,1,8
600,nonwinner01.ai,1,8
34,nonwinner07.ai,1,8
382,nonwinner02.ai,1,8
217,nonwinner03.ai,1,8
422,nonwinner02.ai,1,8
366,nonwinner06.ai,1,1
266,nonwinner06.ai,1,1
51,nonwinner08.ai,1,1
491,nonwinner08.ai,1,1
169,nonwinner09.ai,1,1
9,nonwinner09.ai,1,1
639,winner04.ai,1,1
624,winner03.ai,1,1
314,nonwinner07.ai,1,1
541,nonwinner08.ai,1,1
284,nonwinner07.ai,1,2
488,nonwinner10.ai,1,2
144,nonwinner07.ai,1,2
268,nonwinner10.ai,1,2
96,nonwinner06.ai,1,2
236,nonwinner06.ai,1,2
518,nonwinner10.ai,1,2
367,nonwinner03.ai,1,2
385,nonwinner04.ai,1,2
628,winner03.ai,1,2
523,nonwinner05.ai,1,3
469,nonwinner09.ai,1,3
304,nonwinner07.ai,1,3
317,nonwinner03.ai,1,3
456,nonwinner06.ai,1,3
227,nonwinner03.ai,1,3
436,nonwinner06.ai,1,3
189,nonwinner09.ai,1,3
320,nonwinner01.ai,1,3
98,nonwinner10.ai,1,3
87,nonwinner03.ai,1,4
636,winner04.ai,1,4
40,nonwinner01.ai,1,4
422,nonwinner02.ai,1,4
189,nonwinner09.ai,1,4
534,nonwinner07.ai,1,4
640,winner04.ai,1,4
242,nonwinner02.ai,1,4
634,winner03.ai,1,4
412,nonwinner02.ai,1,4
590,nonwinner01.ai,1,5
522,nonwinner02.ai,1,5
545,nonwinner04.ai,1,5
92,nonwinner02.ai,1,5
222,nonwinner02.ai,1,5
322,nonwinner02.ai,1,5
530,nonwinner01.ai,1,5
515,nonwinner04.ai,1,5
34,nonwinner07.ai,1,5
163,nonwinner05.ai,1,5
209,nonwinner09.ai,1,6
38,nonwinner10.ai,1,6
324,nonwinner07.ai,1,6
3,nonwinner05.ai,1,6
543,nonwinner05.ai,1,6
326,nonwinner06.ai,1,6
507,nonwinner03.ai,1,6
273,nonwinner05.ai,1,6
405,nonwinner04.ai,1,6
101,nonwinner08.ai,1,6
293,nonwinner05.ai,1,7
609,hold09.ai,1,7
641,winner04.ai,1,7
377,nonwinner03.ai,1,7
258,nonwinner10.ai,1,7
54,nonwinner07.ai,1,7
270,nonwinner01.ai,1,7
453,nonwinner05.ai,1,7
516,nonwinner06.ai,1,7
306,nonwinner06.ai,1,7
428,nonwinner10.ai,1,8
425,nonwinner04.ai,1,8
538,nonwinner10.ai,1,8
534,nonwinner07.ai,1,8
479,nonwinner09.ai,1,8
292,nonwinner02.ai,1,8
583,nonwinner05.ai,1,8
131,nonwinner08.ai,1,8
351,nonwinner08.ai,1,8
72,nonwinner02.ai,1,8
348,nonwinner10.ai,1,1
170,nonwinner01.ai,1,1
67,nonwinner03.ai,1,1
32,nonwinner02.ai,1,1
635,winner03.ai,1,1
