TKT,VER,N1B,N1C,N2B,N2C,N3B,N3C,N4B,N4C,N5B,N5C,I1,I2,I3,I4,I5,B,P,CD
,,,,,,,,,,,,,,nonwinner69.ai,nonwinner114.ai,nonwinner145.ai,,1,
,,,,,,,,,,,,,,nonwinner124.ai,nonwinner80.ai,nonwinner151.ai,,1,
,,,,,,,,,,,,,,nonwinner78.ai,nonwinner135.ai,nonwinner30.ai,,1,
,,,,,,,,,,,,,,nonwinner40.ai,nonwinner21.ai,nonwinner109.ai,,1,
,,,,,,,,,,,,,,nonwinner101.ai,nonwinner18.ai,nonwinner150.ai,,1,
,,,,,,,,,,,,,,nonwinner64.ai,nonwinner77.ai,nonwinner127.ai,,1,
,,,,,,,,,,,,,,nonwinner07.ai,nonwinner134.ai,nonwinner84.ai,,1,
,,,,,,,,,,,,,,nonwinner131.ai,nonwinner119.ai,nonwinner104.ai,,1,
,,,,,,,,,,,,,,nonwinner25.ai,nonwinner153.ai,nonwinner106.ai,,1,
,,,,,,,,,,,,,,nonwinner133.ai,nonwinner01.ai,nonwinner156.ai,,1,
,,,,,,,,,,,,,,nonwinner157.ai,nonwinner33.ai,nonwinner81.ai,,1,
,,,,,,,,,,,,,,nonwinner102.ai,nonwinner113.ai,nonwinner92.ai,,1,
,,,,,,,,,,,,,,nonwinner48.ai,nonwinner85.ai,nonwinner14.ai,,1,
,,,,,,,,,,,,,,nonwinner60.ai,nonwinner27.ai,nonwinner87.ai,,1,
,,,,,,,,,,,,,,nonwinner71.ai,nonwinner55.ai,nonwinner54.ai,,1,
,,,,,,,,,,,,,,nonwinner62.ai,nonwinner68.ai,nonwinner96.ai,,1,
,,,,,,,,,,,,,,nonwinner161.ai,nonwinner15.ai,nonwinner78.ai,,1,
,,,,,,,,,,,,,,nonwinner87.ai,nonwinner112.ai,nonwinner90.ai,,1,
,,,,,,,,,,,,,,nonwinner102.ai,nonwinner20.ai,nonwinner11.ai,,1,
,,,,,,,,,,,,,,nonwinner103.ai,nonwinner118.ai,nonwinner132.ai,,1,
,,,,,,,,,,,,,,nonwinner71.ai,nonwinner66.ai,nonwinner18.ai,,1,
,,,,,,,,,,,,,,nonwinner163.ai,nonwinner55.ai,nonwinner17.ai,,1,
,,,,,,,,,,,,,,nonwinner148.ai,nonwinner117.ai,nonwinner81.ai,,1,
,,,,,,,,,,,,,,nonwinner128.ai,nonwinner105.ai,nonwinner164.ai,,1,
,,,,,,,,,,,,,,nonwinner133.ai,nonwinner93.ai,nonwinner56.ai,,1,
,,,,,,,,,,,,,,nonwinner57.ai,nonwinner49.ai,nonwinner159.ai,,1,
,,,,,,,,,,,,,,nonwinner119.ai,nonwinner94.ai,nonwinner157.ai,,1,
,,,,,,,,,,,,,,nonwinner150.ai,nonwinner89.ai,nonwinner142.ai,,1,
,,,,,,,,,,,,,,nonwinner135.ai,nonwinner140.ai,nonwinner155.ai,,1,
,,,,,,,,,,,,,,nonwinner08.ai,nonwinner14.ai,nonwinner50.ai,,1,
,,,,,,,,,,,,,,nonwinner166.ai,nonwinner32.ai,nonwinner153.ai,,1,
,,,,,,,,,,,,,,nonwinner38.ai,nonwinner84.ai,nonwinner141.ai,,1,
,,,,,,,,,,,,,,nonwinner21.ai,nonwinner69.ai,nonwinner36.ai,,1,
,,,,,,,,,,,,,,nonwinner127.ai,nonwinner10.ai,nonwinner75.ai,,1,
,,,,,,,,,,,,,,nonwinner41.ai,nonwinner85.ai,nonwinner13.ai,,1,
,,,,,,,,,,,,,,nonwinner65.ai,nonwinner58.ai,nonwinner113.ai,,1,
,,,,,,,,,,,,,,nonwinner110.ai,nonwinner149.ai,nonwinner53.ai,,1,
,,,,,,,,,,,,,,nonwinner121.ai,nonwinner63.ai,nonwinner76.ai,,1,
,,,,,,,,,,,,,,nonwinner82.ai,nonwinner51.ai,nonwinner16.ai,,1,
,,,,,,,,,,,,,,nonwinner83.ai,nonwinner67.ai,nonwinner45.ai,,1,
,,,,,,,,,,,,,,nonwinner147.ai,nonwinner79.ai,nonwinner136.ai,,1,
,,,,,,,,,,,,,,nonwinner131.ai,nonwinner109.ai,nonwinner07.ai,,1,
,,,,,,,,,,,,,,nonwinner24.ai,nonwinner122.ai,nonwinner64.ai,,1,
,,,,,,,,,,,,,,nonwinner73.ai,nonwinner80.ai,nonwinner40.ai,,1,
,,,,,,,,,,,,,,nonwinner77.ai,nonwinner156.ai,nonwinner114.ai,,1,
,,,,,,,,,,,,,,nonwinner26.ai,nonwinner22.ai,nonwinner12.ai,,1,
,,,,,,,,,,,,,,nonwinner108.ai,nonwinner05.ai,nonwinner37.ai,,1,
,,,,,,,,,,,,,,nonwinner29.ai,nonwinner54.ai,nonwinner151.ai,,1,
,,,,,,,,,,,,,,nonwinner23.ai,nonwinner46.ai,nonwinner28.ai,,1,
,,,,,,,,,,,,,,nonwinner30.ai,nonwinner101.ai,nonwinner60.ai,,1,
,,,,,,,,,,,,,,nonwinner47.ai,nonwinner146.ai,nonwinner100.ai,,1,
,,,,,,,,,,,,,,nonwinner34.ai,nonwinner99.ai,nonwinner124.ai,,1,
,,,,,,,,,,,,,,nonwinner03.ai,nonwinner43.ai,nonwinner61.ai,,1,
,,,,,,,,,,,,,,nonwinner107.ai,nonwinner74.ai,nonwinner04.ai,,1,
,,,,,,,,,,,,,,nonwinner86.ai,nonwinner35.ai,nonwinner25.ai,,1,
,,,,,,,,,,,,,,nonwinner42.ai,nonwinner52.ai,nonwinner106.ai,,1,
,,,,,,,,,,,,,,nonwinner97.ai,nonwinner33.ai,nonwinner88.ai,,1,
,,,,,,,,,,,,,,nonwinner09.ai,nonwinner44.ai,nonwinner72.ai,,1,
,,,,,,,,,,,,,,nonwinner06.ai,nonwinner125.ai,nonwinner162.ai,,1,
,,,,,,,,,,,,,,nonwinner120.ai,nonwinner02.ai,nonwinner129.ai,,1,
,,,,,,,,,,,,,,nonwinner48.ai,nonwinner143.ai,nonwinner116.ai,,1,
,,,,,,,,,,,,,,nonwinner152.ai,nonwinner91.ai,nonwinner39.ai,,1,
,,,,,,,,,,,,,,nonwinner139.ai,nonwinner111.ai,nonwinner134.ai,,1,
,,,,,,,,,,,,,,nonwinner165.ai,nonwinner137.ai,nonwinner104.ai,,1,
,,,,,,,,,,,,,,nonwinner95.ai,nonwinner154.ai,nonwinner59.ai,,1,
,,,,,,,,,,,,,,nonwinner158.ai,nonwinner160.ai,nonwinner27.ai,,1,
,,,,,,,,,,,,,,nonwinner70.ai,nonwinner123.ai,nonwinner92.ai,,1,
,,,,,,,,,,,,,,nonwinner130.ai,nonwinner01.ai,nonwinner126.ai,,1,
,,,,,,,,,,,,,,nonwinner115.ai,nonwinner98.ai,nonwinner31.ai,,1,
,,,,,,,,,,,,,,nonwinner144.ai,nonwinner145.ai,nonwinner19.ai,,1,
,,,,,,,,,,,,,,nonwinner150.ai,nonwinner64.ai,nonwinner119.ai,,1,
,,,,,,,,,,,,,,nonwinner143.ai,nonwinner12.ai,nonwinner70.ai,,1,
,,,,,,,,,,,,,,nonwinner28.ai,nonwinner127.ai,nonwinner22.ai,,1,
,,,,,,,,,,,,,,nonwinner140.ai,nonwinner69.ai,nonwinner130.ai,,1,
,,,,,,,,,,,,,,nonwinner16.ai,nonwinner50.ai,nonwinner89.ai,,1,
,,,,,,,,,,,,,,nonwinner90.ai,nonwinner02.ai,nonwinner49.ai,,1,
,,,,,,,,,,,,,,nonwinner105.ai,nonwinner166.ai,nonwinner107.ai,,1,
,,,,,,,,,,,,,,nonwinner156.ai,nonwinner54.ai,nonwinner14.ai,,1,
,,,,,,,,,,,,,,nonwinner58.ai,nonwinner108.ai,nonwinner158.ai,,1,
,,,,,,,,,,,,,,nonwinner25.ai,nonwinner60.ai,nonwinner124.ai,,1,
,,,,,,,,,,,,,,nonwinner17.ai,nonwinner93.ai,nonwinner47.ai,,1,
,,,,,,,,,,,,,,nonwinner84.ai,nonwinner23.ai,nonwinner123.ai,,1,
,,,,,,,,,,,,,,nonwinner117.ai,nonwinner151.ai,nonwinner114.ai,,1,
,,,,,,,,,,,,,,nonwinner162.ai,nonwinner81.ai,nonwinner72.ai,,1,
,,,,,,,,,,,,,,nonwinner44.ai,nonwinner82.ai,nonwinner94.ai,,1,
,,,,,,,,,,,,,,nonwinner101.ai,nonwinner66.ai,nonwinner40.ai,,1,
,,,,,,,,,,,,,,nonwinner39.ai,nonwinner98.ai,nonwinner138.ai,,1,
,,,,,,,,,,,,,,nonwinner08.ai,nonwinner53.ai,nonwinner09.ai,,1,
,,,,,,,,,,,,,,nonwinner110.ai,nonwinner06.ai,nonwinner10.ai,,1,
,,,,,,,,,,,,,,nonwinner80.ai,nonwinner59.ai,nonwinner42.ai,,1,
,,,,,,,,,,,,,,nonwinner165.ai,nonwinner160.ai,nonwinner77.ai,,1,
,,,,,,,,,,,,,,nonwinner104.ai,nonwinner106.ai,nonwinner147.ai,,1,
,,,,,,,,,,,,,,nonwinner139.ai,nonwinner118.ai,nonwinner86.ai,,1,
,,,,,,,,,,,,,,nonwinner141.ai,nonwinner78.ai,nonwinner129.ai,,1,
,,,,,,,,,,,,,,nonwinner79.ai,nonwinner96.ai,nonwinner62.ai,,1,
,,,,,,,,,,,,,,nonwinner115.ai,nonwinner37.ai,nonwinner95.ai,,1,
,,,,,,,,,,,,,,nonwinner46.ai,nonwinner100.ai,nonwinner149.ai,,1,
,,,,,,,,,,,,,,nonwinner132.ai,nonwinner92.ai,nonwinner51.ai,,1,
,,,,,,,,,,,,,,nonwinner152.ai,nonwinner35.ai,nonwinner38.ai,,1,
,,,,,,,,,,,,,,nonwinner71.ai,nonwinner56.ai,nonwinner159.ai,,1,
,,,,,,,,,,,,,,nonwinner32.ai,nonwinner31.ai,nonwinner121.ai,,1,
,,,,,,,,,,,,,,nonwinner15.ai,nonwinner122.ai,nonwinner145.ai,,1,
,,,,,,,,,,,,,,nonwinner33.ai,nonwinner134.ai,nonwinner63.ai,,1,
,,,,,,,,,,,,,,nonwinner65.ai,nonwinner102.ai,nonwinner07.ai,,1,
,,,,,,,,,,,,,,nonwinner133.ai,nonwinner85.ai,nonwinner20.ai,,1,
,,,,,,,,,,,,,,nonwinner27.ai,nonwinner136.ai,nonwinner128.ai,,1,
,,,,,,,,,,,,,,nonwinner05.ai,nonwinner61.ai,nonwinner19.ai,,1,
,,,,,,,,,,,,,,nonwinner13.ai,nonwinner67.ai,nonwinner45.ai,,1,
,,,,,,,,,,,,,,nonwinner97.ai,nonwinner164.ai,nonwinner30.ai,,1,
,,,,,,,,,,,,,,nonwinner111.ai,nonwinner68.ai,nonwinner157.ai,,1,
,,,,,,,,,,,,,,nonwinner154.ai,nonwinner21.ai,nonwinner109.ai,,1,
,,,,,,,,,,,,,,nonwinner87.ai,nonwinner74.ai,nonwinner43.ai,,1,
,,,,,,,,,,,,,,nonwinner48.ai,nonwinner163.ai,nonwinner36.ai,,1,
,,,,,,,,,,,,,,nonwinner153.ai,nonwinner146.ai,nonwinner24.ai,,1,
,,,,,,,,,,,,,,nonwinner126.ai,nonwinner03.ai,nonwinner18.ai,,1,
,,,,,,,,,,,,,,nonwinner55.ai,nonwinner11.ai,nonwinner99.ai,,1,
,,,,,,,,,,,,,,nonwinner137.ai,nonwinner116.ai,nonwinner125.ai,,1,
,,,,,,,,,,,,,,nonwinner04.ai,nonwinner01.ai,nonwinner34.ai,,1,
,,,,,,,,,,,,,,nonwinner120.ai,nonwinner88.ai,nonwinner52.ai,,1,
,,,,,,,,,,,,,,nonwinner26.ai,nonwinner83.ai,nonwinner113.ai,,1,
,,,,,,,,,,,,,,nonwinner161.ai,nonwinner76.ai,nonwinner103.ai,,1,
,,,,,,,,,,,,,,nonwinner91.ai,nonwinner41.ai,nonwinner135.ai,,1,
,,,,,,,,,,,,,,nonwinner112.ai,nonwinner142.ai,nonwinner73.ai,,1,
,,,,,,,,,,,,,,nonwinner29.ai,nonwinner57.ai,nonwinner155.ai,,1,
,,,,,,,,,,,,,,nonwinner75.ai,nonwinner144.ai,nonwinner148.ai,,1,
,,,,,,,,,,,,,,nonwinner77.ai,nonwinner88.ai,nonwinner69.ai,,1,
,,,,,,,,,,,,winner01.ai,,,,,,1,1
,,,,,,,,,,,,winner02.ai,,,,,,1,2
,,,,,,,,,,,,winner02.ai,,,,,,1,2
,,,,,,,,,,,,winner02.ai,,,,,,1,2
,,,,,,,,,,,,winner02.ai,,,,,,1,2
,,,,,,,,,,,,winner02.ai,,,,,,1,2
,,,,,,,,,,,,winner03.ai,,,,,,1,3
,,,,,,,,,,,,winner03.ai,,,,,,1,3
,,,,,,,,,,,,winner03.ai,,,,,,1,3
,,,,,,,,,,,,winner03.ai,,,,,,1,3
,,,,,,,,,,,,winner03.ai,,,,,,1,3
,,,,,,,,,,,,winner03.ai,,,,,,1,3
,,,,,,,,,,,,winner03.ai,,,,,,1,3
,,,,,,,,,,,,winner03.ai,,,,,,1,3
,,,,,,,,,,,,winner03.ai,,,,,,1,3
,,,,,,,,,,,,winner03.ai,,,,,,1,3
,,,,,,,,,,,,winner04.ai,,,,,,1,4
,,,,,,,,,,,,winner04.ai,,,,,,1,4
,,,,,,,,,,,,winner04.ai,,,,,,1,4
,,,,,,,,,,,,winner04.ai,,,,,,1,4
,,,,,,,,,,,,winner04.ai,,,,,,1,4
,,,,,,,,,,,,winner04.ai,,,,,,1,4
,,,,,,,,,,,,winner04.ai,,,,,,1,4
,,,,,,,,,,,,winner04.ai,,,,,,1,4
,,,,,,,,,,,,winner04.ai,,,,,,1,4
,,,,,,,,,,,,winner04.ai,,,,,,1,4
,,,,,,,,,,,,winner04.ai,,,,,,1,4
,,,,,,,,,,,,winner04.ai,,,,,,1,4
,,,,,,,,,,,,winner04.ai,,,,,,1,4
,,,,,,,,,,,,winner04.ai,,,,,,1,4
,,,,,,,,,,,,winner04.ai,,,,,,1,4
,,,,,,,,,,,,winner04.ai,,,,,,1,4
,,,,,,,,,,,,winner04.ai,,,,,,1,4
,,,,,,,,,,,,winner04.ai,,,,,,1,4
,,,,,,,,,,,,winner04.ai,,,,,,1,4
,,,,,,,,,,,,winner04.ai,,,,,,1,4
,,,,,,,,,,,,winner05.ai,,,,,,1,
,,,,,,,,,,,,winner05.ai,,,,,,1,
,,,,,,,,,,,,winner05.ai,,,,,,1,
,,,,,,,,,,,,winner05.ai,,,,,,1,
,,,,,,,,,,,,winner05.ai,,,,,,1,
,,,,,,,,,,,,winner05.ai,,,,,,1,
,,,,,,,,,,,,winner05.ai,,,,,,1,
,,,,,,,,,,,,winner05.ai,,,,,,1,
,,,,,,,,,,,,winner05.ai,,,,,,1,
,,,,,,,,,,,,winner05.ai,,,,,,1,
,,,,,,,,,,,,winner05.ai,,,,,,1,
,,,,,,,,,,,,winner05.ai,,,,,,1,
,,,,,,,,,,,,winner05.ai,,,,,,1,
,,,,,,,,,,,,winner05.ai,,,,,,1,
,,,,,,,,,,,,winner05.ai,,,,,,1,
,,,,,,,,,,,,winner05.ai,,,,,,1,
,,,,,,,,,,,,winner05.ai,,,,,,1,
,,,,,,,,,,,,winner05.ai,,,,,,1,
,,,,,,,,,,,,winner05.ai,,,,,,1,
,,,,,,,,,,,,winner05.ai,,,,,,1,
,,,,,,,,,,,,winner05.ai,,,,,,1,
,,,,,,,,,,,,winner05.ai,,,,,,1,
,,,,,,,,,,,,winner05.ai,,,,,,1,
,,,,,,,,,,,,winner05.ai,,,,,,1,
,,,,,,,,,,,,winner05.ai,,,,,,1,
,,,,,,,,,,,,winner05.ai,,,,,,1,
,,,,,,,,,,,,winner05.ai,,,,,,1,
,,,,,,,,,,,,winner05.ai,,,,,,1,
,,,,,,,,,,,,winner05.ai,,,,,,1,
,,,,,,,,,,,,winner05.ai,,,,,,1,
,,,,,,,,,,,,winner05.ai,,,,,,1,
,,,,,,,,,,,,winner05.ai,,,,,,1,
,,,,,,,,,,,,winner05.ai,,,,,,1,
,,,,,,,,,,,,winner05.ai,,,,,,1,
,,,,,,,,,,,,winner05.ai,,,,,,1,
,,,,,,,,,,,,winner05.ai,,,,,,1,
,,,,,,,,,,,,winner05.ai,,,,,,1,
,,,,,,,,,,,,winner05.ai,,,,,,1,
,,,,,,,,,,,,winner05.ai,,,,,,1,
,,,,,,,,,,,,winner05.ai,,,,,,1,
,,,,,,,,,,,,winner05.ai,,,,,,1,
,,,,,,,,,,,,winner05.ai,,,,,,1,
,,,,,,,,,,,,winner05.ai,,,,,,1,
,,,,,,,,,,,,winner05.ai,,,,,,1,
,,,,,,,,,,,,winner05.ai,,,,,,1,
,,,,,,,,,,,,winner05.ai,,,,,,1,
,,,,,,,,,,,,winner05.ai,,,,,,1,
,,,,,,,,,,,,winner05.ai,,,,,,1,
,,,,,,,,,,,,winner05.ai,,,,,,1,
,,,,,,,,,,,,winner05.ai,,,,,,1,
1,1615,02,03,,,41,38,54,46,,,free02.ai,free05.ai,,,,base02.ai,1,
2,1615,,,20,26,,,48,57,66,62,free01.ai,free03.ai,,,,base02.ai,1,
3,4031,,,27,24,36,34,46,55,,,free01.ai,free05.ai,,,,base02.ai,1,
4,1665,12,06,,,43,36,58,59,,,free02.ai,free05.ai,,,,base02.ai,1,
5,1665,,,29,30,32,42,51,53,,,free01.ai,free05.ai,,,,base02.ai,1,
6,8570,,,23,17,39,42,46,60,,,free01.ai,free05.ai,,,,base02.ai,1,
7,8937,,,17,25,32,35,,,71,73,free01.ai,free04.ai,,,,base02.ai,1,
8,3099,08,05,28,25,,,,,68,74,free03.ai,free04.ai,,,,base02.ai,1,
9,3795,,,,,40,45,54,59,62,75,free01.ai,free02.ai,,,,base02.ai,1,
10,7232,02,09,18,16,,,51,49,,,free03.ai,free05.ai,,,,base02.ai,1,
11,2957,11,12,,,,,49,48,61,70,free02.ai,free03.ai,,,,base02.ai,1,
12,618,01,06,,,33,38,55,50,,,free02.ai,free05.ai,,,,base02.ai,1,
13,6079,,,,,37,32,50,60,66,70,free01.ai,free02.ai,,,,base02.ai,1,
14,2528,,,16,27,,,57,52,73,63,free01.ai,free03.ai,,,,base02.ai,1,
15,1901,03,10,18,16,32,37,49,53,,,free05.ai,,,,,base02.ai,1,
16,1901,02,08,24,23,45,35,,,67,73,free04.ai,,,,,base02.ai,1,
17,5526,14,01,,,34,43,50,48,69,64,free02.ai,,,,,base02.ai,1,
18,5526,11,13,19,25,37,38,46,54,,,free05.ai,,,,,base02.ai,1,
19,573,09,15,20,25,41,34,,,75,63,free04.ai,,,,,base02.ai,1,
20,573,,,24,23,37,36,53,54,67,69,free01.ai,,,,,base02.ai,1,
21,4852,,,27,24,43,31,56,48,65,66,free01.ai,,,,,base02.ai,1,
22,1150,04,13,17,18,41,34,52,53,,,free05.ai,,,,,base02.ai,1,
23,7445,08,02,23,21,,,51,48,68,69,free03.ai,,,,,base02.ai,1,
24,2926,05,13,26,24,45,40,,,68,65,free04.ai,,,,,base02.ai,1,
25,6195,02,03,23,26,43,31,59,53,,,free05.ai,,,,,base02.ai,1,
26,6195,15,01,21,28,36,34,,,73,72,free04.ai,,,,,base02.ai,1,
27,4760,01,11,22,27,40,41,47,56,,,free05.ai,,,,,base02.ai,1,
28,2329,01,13,,,35,36,54,60,70,68,free02.ai,,,,,base02.ai,1,
29,1583,,,22,19,33,38,47,58,74,67,free01.ai,,,,,base02.ai,1,
30,678,10,04,21,26,,,52,49,73,67,free03.ai,,,,,base02.ai,1,
31,7627,04,08,20,17,38,34,58,51,,,free05.ai,,,,,base02.ai,1,
32,3398,,,22,27,41,45,51,57,72,66,free01.ai,,,,,base02.ai,1,
33,4865,09,02,27,21,41,42,53,47,,,free05.ai,,,,,base02.ai,1,
34,6163,,,19,26,44,38,56,47,65,68,free01.ai,,,,,base02.ai,1,
35,6163,,,25,21,35,31,58,52,62,69,free01.ai,,,,,base02.ai,1,
36,4273,07,09,,,45,43,50,56,72,69,free02.ai,,,,,base02.ai,1,
37,4273,13,08,,,34,44,54,49,65,70,free02.ai,,,,,base02.ai,1,
38,523,14,03,25,30,,,55,52,64,70,free03.ai,,,,,base02.ai,1,
39,7203,,,20,30,32,42,56,46,67,61,free01.ai,,,,,base02.ai,1,
40,6912,15,05,28,20,43,38,,,63,75,free04.ai,,,,,base02.ai,1,
41,198,14,15,28,30,31,36,,,69,61,free04.ai,,,,,base02.ai,1,
42,4956,,,23,16,40,33,53,56,69,66,free01.ai,,,,,base02.ai,1,
43,6123,06,12,16,30,39,43,50,46,,,free05.ai,,,,,base02.ai,1,
44,6064,12,14,26,17,,,55,56,75,74,free03.ai,,,,,base02.ai,1,
45,2615,14,07,,,33,38,60,54,75,74,free02.ai,,,,,base02.ai,1,
46,7786,10,08,19,27,37,33,46,48,,,free05.ai,,,,,base02.ai,1,
47,8351,03,06,27,30,,,52,49,62,71,free03.ai,,,,,base02.ai,1,
48,962,06,14,24,21,,,47,60,72,68,free03.ai,,,,,base02.ai,1,
49,962,03,01,,,42,34,50,59,67,75,free02.ai,,,,,base02.ai,1,
50,1261,08,11,19,18,,,57,56,66,63,free03.ai,,,,,base02.ai,1,
51,4182,,,16,26,31,45,50,56,64,66,free01.ai,,,,,base02.ai,1,
52,5284,01,05,17,23,34,32,,,62,68,free04.ai,,,,,base02.ai,1,
53,1867,15,03,22,29,37,33,59,55,,,free05.ai,,,,,base02.ai,1,
54,2700,,,30,19,31,42,55,60,68,72,free01.ai,,,,,base02.ai,1,
55,2797,02,04,,,37,32,60,50,69,74,free02.ai,,,,,base02.ai,1,
56,4257,03,09,24,17,44,43,,,62,64,free04.ai,,,,,base02.ai,1,
57,263,09,07,28,22,37,42,59,58,70,71,,,,,,base02.ai,1,
58,263,11,08,24,21,44,43,54,60,69,66,,,,,,base02.ai,1,
59,6923,14,04,19,30,36,35,51,46,72,75,,,,,,base02.ai,1,
60,7321,07,03,26,29,42,44,60,50,68,65,,,,,,base02.ai,1,
61,7321,08,02,19,25,31,43,51,48,61,66,,,,,,base02.ai,1,
62,2243,01,15,22,23,36,43,52,51,68,75,,,,,,base02.ai,1,
63,8891,05,13,18,26,36,35,54,49,67,65,,,,,,base02.ai,1,
64,8409,02,09,30,29,44,38,52,53,61,73,,,,,,base02.ai,1,
65,7438,10,05,21,16,39,44,59,48,66,62,,,,,,base02.ai,1,
66,7438,12,06,20,19,37,34,56,60,61,71,,,,,,base02.ai,1,
67,1795,10,11,26,23,33,31,48,58,67,69,,,,,,base02.ai,1,
68,5257,13,01,19,26,43,34,56,47,70,67,,,,,,base02.ai,1,
69,5257,06,07,22,30,33,44,49,51,72,68,,,,,,base02.ai,1,
70,4814,15,13,22,16,35,36,49,54,63,74,,,,,,base02.ai,1,
71,4814,04,07,19,30,45,32,50,55,75,61,,,,,,base02.ai,1,
72,7369,11,10,26,27,34,31,50,53,73,71,,,,,,base02.ai,1,
73,7369,12,03,30,19,36,44,46,48,64,74,,,,,,base02.ai,1,
74,3190,04,12,26,18,38,43,54,47,75,69,,,,,,base02.ai,1,
75,1170,01,07,18,24,41,38,52,49,65,71,,,,,,base02.ai,1,
76,1170,05,11,29,16,35,39,51,57,68,75,,,,,,base02.ai,1,
77,4648,09,01,16,30,41,32,55,59,64,67,,,,,,base02.ai,1,
78,2550,07,01,23,27,37,38,56,49,69,62,,,,,,base02.ai,1,
79,4410,01,15,19,17,31,36,49,57,67,73,,,,,,base02.ai,1,
80,7467,06,05,19,20,35,41,46,52,65,66,,,,,,base02.ai,1,
81,4657,07,15,24,21,45,40,47,53,69,75,,,,,,base02.ai,1,
82,4657,04,14,25,30,43,44,50,59,74,66,,,,,,base02.ai,1,
83,8386,05,13,17,20,38,33,48,53,61,71,,,,,,base02.ai,1,
84,3689,12,01,19,16,37,45,48,51,62,75,,,,,,base02.ai,1,
85,1270,12,07,16,17,40,32,51,57,68,65,,,,,,base02.ai,1,
