TKT,VER,N1B,N1C,N2B,N2C,N3B,N3C,N4B,N4C,N5B,N5C,I1,I2,I3,I4,I5,B,P
16,5913,,,22,25,39,34,59,53,65,64,free01.ai,,,,,base02.ai,4
17,7261,,,19,21,31,42,60,52,63,70,free01.ai,,,,,base02.ai,4
18,8410,,,30,24,39,45,56,57,70,74,free01.ai,,,,,base02.ai,4
19,1375,13,12,,,36,31,46,55,68,73,free02.ai,,,,,base02.ai,4
20,7288,,,18,16,43,38,47,49,74,61,free01.ai,,,,,base02.ai,4
21,114,,,24,26,33,39,58,48,65,61,free01.ai,,,,,base02.ai,4
22,1412,05,09,20,25,40,37,60,46,,,free05.ai,,,,,base02.ai,4
23,1508,05,12,,,36,42,53,49,69,74,free02.ai,,,,,base02.ai,4
24,1107,,,27,17,37,40,49,51,68,71,free01.ai,,,,,base02.ai,4
25,6214,10,15,,,42,43,46,54,74,62,free02.ai,,,,,base02.ai,4
26,1750,07,11,,,45,41,52,51,69,75,free02.ai,,,,,base02.ai,4
27,3357,05,04,,,39,36,50,52,68,67,free02.ai,,,,,base02.ai,4
28,3489,06,04,21,24,33,45,,,68,63,free04.ai,,,,,base02.ai,4
29,315,,,21,24,33,32,53,47,69,64,free01.ai,,,,,base02.ai,4
30,328,,,24,25,38,37,54,51,61,69,free01.ai,,,,,base02.ai,4
31,4630,,,25,27,31,36,51,46,65,74,free01.ai,,,,,base02.ai,4
32,7880,,,22,30,37,35,57,60,73,62,free01.ai,,,,,base02.ai,4
33,5360,10,05,26,20,,,59,49,64,68,free03.ai,,,,,base02.ai,4
34,6378,13,12,16,27,,,50,53,75,68,free03.ai,,,,,base02.ai,4
35,599,13,02,,,35,44,48,46,65,62,free02.ai,,,,,base02.ai,4
36,2130,05,09,23,27,,,46,47,64,68,free03.ai,,,,,base02.ai,4
37,693,,,19,29,34,39,55,48,67,69,free01.ai,,,,,base02.ai,4
38,4736,,,19,26,38,40,60,54,61,70,free01.ai,,,,,base02.ai,4
39,5091,,,26,19,36,38,57,49,66,72,free01.ai,,,,,base02.ai,4
40,4388,,,22,21,44,34,52,46,74,61,free01.ai,,,,,base02.ai,4
41,6244,,,16,25,40,31,59,55,71,70,free01.ai,,,,,base02.ai,4
42,5376,,,18,30,45,32,49,50,72,70,free01.ai,,,,,base02.ai,4
43,5235,,,27,24,37,42,53,55,66,65,free01.ai,,,,,base02.ai,4
44,3019,14,12,,,40,33,59,57,73,72,free02.ai,,,,,base02.ai,4
45,2336,,,28,23,36,45,50,46,71,72,free01.ai,,,,,base02.ai,4
46,7628,,,22,20,36,32,53,55,70,71,free01.ai,,,,,base02.ai,4
47,3032,07,15,,,38,42,50,59,68,75,free02.ai,,,,,base02.ai,4
48,2291,,,27,24,41,36,54,49,63,66,free01.ai,,,,,base02.ai,4
49,5556,04,05,,,35,40,54,56,68,73,free02.ai,,,,,base02.ai,4
50,1260,,,24,22,32,38,50,49,74,62,free01.ai,,,,,base02.ai,4
51,2658,,,19,25,34,31,48,51,70,71,free01.ai,,,,,base02.ai,4
52,1106,,,16,25,42,38,58,50,70,64,free01.ai,,,,,base02.ai,4
53,1515,,,25,18,37,35,53,57,65,69,free01.ai,,,,,base02.ai,4
54,1680,10,11,,,35,33,59,52,67,72,free02.ai,,,,,base02.ai,4
55,8819,14,06,,,35,32,47,59,67,70,free02.ai,,,,,base02.ai,4
56,1645,13,11,,,35,42,55,51,62,64,free02.ai,,,,,base02.ai,4
57,4180,02,04,21,25,42,35,51,58,72,75,,,,,,base02.ai,4
58,7061,05,12,24,22,43,35,59,47,75,66,,,,,,base02.ai,4
59,3072,05,14,21,19,38,35,51,58,71,74,,,,,,base02.ai,4
60,5159,15,07,21,25,38,44,57,60,68,70,,,,,,base02.ai,4
61,8126,11,08,25,20,31,40,54,55,61,62,,,,,,base02.ai,4
62,1070,06,12,28,23,41,39,60,49,62,64,,,,,,base02.ai,4
63,7890,07,11,29,19,37,33,52,51,64,71,,,,,,base02.ai,4
64,501,03,09,24,22,32,41,48,53,74,62,,,,,,base02.ai,4
65,4075,04,10,27,21,31,43,57,53,74,72,,,,,,base02.ai,4
66,6406,12,11,29,22,43,44,53,54,69,68,,,,,,base02.ai,4
67,6894,03,15,17,29,41,42,53,55,75,66,,,,,,base02.ai,4
68,4677,01,06,17,23,38,35,51,48,74,69,,,,,,base02.ai,4
69,2339,14,05,30,27,32,38,53,52,62,72,,,,,,base02.ai,4
70,2185,04,11,26,25,38,44,58,60,67,73,,,,,,base02.ai,4
71,1814,15,01,30,23,42,43,50,46,70,65,,,,,,base02.ai,4
72,8327,03,01,21,20,37,32,48,49,74,68,,,,,,base02.ai,4
73,8493,09,07,27,19,36,33,55,51,72,68,,,,,,base02.ai,4
74,5326,06,13,19,29,42,31,52,49,66,69,,,,,,base02.ai,4
75,6322,08,11,17,27,31,45,53,60,70,74,,,,,,base02.ai,4
76,2378,10,06,30,22,45,33,52,60,62,71,,,,,,base02.ai,4
77,3672,03,11,16,22,34,37,52,48,63,69,,,,,,base02.ai,4
78,3207,12,01,16,20,37,40,58,48,73,75,,,,,,base02.ai,4
79,6290,09,13,26,28,40,44,55,49,65,71,,,,,,base02.ai,4
80,314,05,06,23,20,34,33,55,58,68,66,,,,,,base02.ai,4
81,829,12,02,22,19,31,44,46,56,75,63,,,,,,base02.ai,4
82,5372,01,14,20,22,31,39,60,53,61,66,,,,,,base02.ai,4
83,4169,15,09,23,16,41,38,58,47,63,71,,,,,,base02.ai,4
84,1102,14,13,24,25,39,33,52,60,65,74,,,,,,base02.ai,4
85,2407,09,12,21,26,36,39,59,48,66,62,,,,,,base02.ai,4
86,6830,10,04,27,21,31,34,54,53,64,61,,,,,,base02.ai,4
87,569,08,10,23,17,43,37,47,55,65,66,,,,,,base02.ai,4
88,982,06,12,29,20,40,32,53,51,65,73,,,,,,base02.ai,4
89,346,05,09,24,30,33,43,52,60,68,74,,,,,,base02.ai,4
90,2977,14,09,19,23,32,45,55,52,70,71,,,,,,base02.ai,4
91,3074,13,10,29,24,31,41,58,51,70,61,,,,,,base02.ai,4
92,3703,06,09,18,29,33,41,49,59,66,69,,,,,,base02.ai,4
93,252,14,08,27,29,37,39,59,53,74,75,,,,,,base02.ai,4
94,6842,06,09,21,17,35,41,52,47,63,68,,,,,,base02.ai,4
95,8794,13,12,23,21,31,33,49,54,66,65,,,,,,base02.ai,4
96,321,06,01,20,22,43,41,58,47,64,66,,,,,,base02.ai,4
97,321,13,05,19,27,44,45,54,57,68,63,,,,,,base02.ai,4
98,7172,09,13,19,29,41,37,55,46,66,68,,,,,,base02.ai,4
99,7849,05,13,27,18,37,40,51,59,73,65,,,,,,base02.ai,4
100,4418,01,13,17,22,44,38,55,58,74,64,,,,,,base02.ai,4
101,8758,04,10,24,29,44,31,48,51,67,69,,,,,,base02.ai,4
102,3679,07,11,20,26,43,34,54,56,67,71,,,,,,base02.ai,4
103,2999,02,03,23,16,44,33,60,58,68,62,,,,,,base02.ai,4
104,4621,11,05,22,23,44,36,59,52,66,73,,,,,,base02.ai,4
105,8741,14,08,18,26,40,37,50,51,65,68,,,,,,base02.ai,4
106,8844,09,14,23,21,31,45,46,60,67,61,,,,,,base02.ai,4
107,5847,13,01,16,21,38,36,48,55,74,66,,,,,,base02.ai,4
108,2151,14,03,27,26,43,45,47,50,64,73,,,,,,base02.ai,4
109,8763,06,04,19,30,44,38,58,46,62,66,,,,,,base02.ai,4
110,5689,11,08,19,28,36,44,50,54,63,67,,,,,,base02.ai,4
111,6024,15,11,21,16,33,45,54,55,65,62,,,,,,base02.ai,4
112,3213,13,12,22,17,31,45,47,52,72,73,,,,,,base02.ai,4
113,5143,05,11,16,27,36,44,50,57,69,73,,,,,,base02.ai,4
114,6993,05,15,28,22,41,34,48,52,66,75,,,,,,base02.ai,4
115,3948,09,10,18,21,38,41,60,46,67,63,,,,,,base02.ai,4
116,3912,09,15,23,28,45,40,48,55,68,75,,,,,,base02.ai,4
117,7734,09,04,28,16,31,37,60,59,64,62,,,,,,base02.ai,4
118,1286,10,08,24,19,35,45,49,57,62,69,,,,,,base02.ai,4
119,4297,09,04,17,27,43,34,47,48,67,69,,,,,,base02.ai,4
120,6679,12,06,20,23,34,38,58,52,73,64,,,,,,base02.ai,4
121,2664,14,06,27,30,38,43,57,51,68,75,,,,,,base02.ai,4
122,7936,02,06,28,26,32,45,48,52,64,75,,,,,,base02.ai,4
123,742,03,15,27,30,37,41,55,49,62,72,,,,,,base02.ai,4
124,3751,09,11,27,24,33,35,57,54,72,71,,,,,,base02.ai,4
125,464,02,14,26,21,45,34,55,59,73,69,,,,,,base02.ai,4
126,3741,01,04,27,19,32,38,46,59,61,64,,,,,,base02.ai,4
127,3741,13,07,30,17,43,34,50,55,65,72,,,,,,base02.ai,4
128,8418,11,13,29,20,44,45,60,52,68,63,,,,,,base02.ai,4
129,8918,02,08,21,24,36,32,57,54,61,70,,,,,,base02.ai,4
130,8195,05,03,19,30,33,36,60,58,63,69,,,,,,base02.ai,4
131,7514,14,03,19,18,33,39,51,60,73,68,,,,,,base02.ai,4
132,4869,06,13,22,21,36,34,57,56,75,72,,,,,,base02.ai,4
133,5759,07,11,17,25,33,40,49,55,67,72,,,,,,base02.ai,4
134,5102,01,04,18,16,31,40,51,55,72,63,,,,,,base02.ai,4
135,7870,03,12,17,25,31,36,47,54,64,65,,,,,,base02.ai,4
136,5310,01,02,22,20,45,31,51,50,74,64,,,,,,base02.ai,4
137,3614,02,05,18,19,41,39,48,49,62,65,,,,,,base02.ai,4
138,6768,09,06,18,27,34,37,60,53,64,72,,,,,,base02.ai,4
139,3745,04,01,25,22,31,34,49,57,64,72,,,,,,base02.ai,4
140,3745,09,10,17,29,32,40,55,59,71,61,,,,,,base02.ai,4
